Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
e,0.1077,0.173,0.0653
s,0.1719,0.4092,0.2373
t,0.1364,0.571,0.4346
o,0.1133,0.7747,0.6614
space,0.0778,1.0033,0.9255
e,0.1617,1.3716,1.2099
r,0.129,1.4607,1.3317
space,0.096,1.7949,1.6989
u,0.0783,2.407,2.3287
n,0.1009,2.6116,2.5108
a,0.1501,2.7955,2.6454
space,0.0444,2.909,2.8646
v,0.1357,3.1953,3.0596
r,0.1311,3.6361,3.505
BackSpace,0.0706,5.2451,5.1745
e,0.0838,5.6033,5.5194
z,0.1695,6.3045,6.135
space,0.0829,6.6022,6.5193
u,0.0783,8.3955,8.3172
n,0.0927,8.5993,8.5066
space,0.1034,8.7868,8.6833
v,0.083,8.8879,8.8049
i,0.1131,9.0494,8.9363
e,0.1745,9.1988,9.0242
j,0.118,9.3835,9.2654
o,0.1364,9.5711,9.4347
space,0.0837,9.7942,9.7106
n,0.0737,10.0032,9.9296
BackSpace,0.0838,10.9735,10.8897
m,0.0837,11.3312,11.2475
o,0.0961,11.5156,11.4195
n,0.087,11.689,11.602
a,0.1315,11.7985,11.6671
s,0.1621,11.9931,11.831
t,0.0828,12.1293,12.0465
e,0.1368,12.3421,12.2054
r,0.091,12.4378,12.3467
i,0.1354,12.5617,12.4263
o,0.1388,12.6837,12.5449
space,0.1235,12.912,12.7885
i,0.1409,13.6804,13.5395
t,0.1123,13.7835,13.6712
u,0.0713,13.8598,13.7885
a,0.136,14.056,13.92
d,0.1457,14.2783,14.1326
o,0.0971,14.396,14.2989
space,0.0977,14.6183,14.5206
e,0.1053,14.7672,14.6619
n,0.075,14.838,14.7631
space,0.0881,15.0274,14.9393
e,0.109,15.3365,15.2275
l,0.0964,15.4776,15.3813
space,0.0996,15.6789,15.5793
c,0.0964,15.7709,15.6744
e,0.1262,16.0057,15.8796
n,0.083,16.0409,15.9579
t,0.0512,16.2108,16.1596
r,0.0798,16.3769,16.297
o,0.0963,16.5091,16.4128
space,0.0873,16.7211,16.6338
d,0.0884,16.8045,16.7161
e,0.1052,16.9887,16.8834
space,0.0661,17.0289,16.9628
u,0.0548,17.2248,17.1699
n,0.0808,17.4325,17.3517
space,0.092,17.6293,17.5373
e,0.1653,17.8621,17.6968
n,0.0915,17.91,17.8185
