Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
a,0.1717,0.2603,0.0886
space,0.1139,0.771,0.657
p,0.1315,1.5463,1.4148
o,0.1544,1.8351,1.6807
s,0.1618,2.3047,2.1429
a,0.1796,2.7417,2.5621
d,0.2022,3.1619,2.9597
r,0.1328,4.3894,4.2567
a,0.212,5.706,5.4941
space,0.141,6.4776,6.3365
p,0.1684,7.6517,7.4833
r,0.1487,8.2891,8.1404
o,0.115,8.5409,8.4259
m,0.1491,9.0398,8.8907
e,0.1795,9.3959,9.2163
t,0.1665,9.9699,9.8034
i,0.1172,10.3616,10.2445
o,0.1521,10.6772,10.5252
space,0.1311,12.2741,12.143
c,0.1901,13.0377,12.8475
u,0.141,13.3076,13.1666
m,0.1314,13.8162,13.6847
p,0.1299,14.3317,14.2019
l,0.1314,14.627,14.4956
i,0.1532,15.536,15.3828
r,0.1571,18.6077,18.4506
space,0.1255,18.9634,18.8379
c,0.2112,19.5898,19.3786
o,0.1412,19.8331,19.6919
n,0.1444,20.3312,20.1868
space,0.1033,20.6291,20.5258
e,0.1875,21.0357,20.8483
l,0.1366,21.408,21.2714
space,0.1218,21.8249,21.7031
e,0.1763,22.8277,22.6514
n,0.1415,23.1113,22.9698
c,0.1442,24.0767,23.9324
a,0.1589,24.7712,24.6123
r,0.1625,25.2953,25.1328
g,0.1638,25.6683,25.5045
o,0.1696,28.2225,28.0529
space,0.1768,31.2653,31.0885
y,0.1606,32.8826,32.7219
space,0.1391,33.4371,33.298
d,0.1601,33.7523,33.5923
e,0.1368,34.1793,34.0425
s,0.1694,34.748,34.5786
p,0.1666,35.5002,35.3336
u,0.1464,36.0668,35.9204
e,0.1451,36.5553,36.4101
s,0.1852,36.9769,36.7916
space,0.1194,37.3182,37.1988
d,0.1659,37.723,37.5572
e,0.1713,38.1272,37.9559
space,0.1526,38.4676,38.315
c,0.1825,38.922,38.7395
e,0.1865,39.5353,39.3488
n,0.1711,39.9346,39.7635
a,0.1704,40.4159,40.2456
r,0.2091,42.3882,42.179
space,0.1731,43.3024,43.1292
l,0.1385,44.5757,44.4372
o,0.1361,44.8489,44.7128
s,0.1488,45.3272,45.1785
space,0.1309,45.6727,45.5418
t,0.1729,46.2234,46.0505
r,0.1484,46.5983,46.4499
e,0.1494,46.9492,46.7998
s,0.1614,47.3812,47.2198
space,0.1212,47.7126,47.5913
s,0.1587,48.2174,48.0588
e,0.1711,48.6009,48.4298
space,0.1312,48.8465,48.7153
f,0.1847,50.0868,49.9021
u,0.1484,50.2992,50.1508
e,0.184,50.8545,50.6705
r,0.222,51.2495,51.0275
o,0.1614,51.5427,51.3813
n,0.124,52.0183,51.8944
space,0.1652,52.4586,52.2935
a,0.1568,53.304,53.1473
space,0.1072,54.3079,54.2008
d,0.1689,54.7519,54.583
o,0.1443,55.3566,55.2123
r,0.1728,55.8276,55.6548
m,0.126,56.5967,56.4708
i,0.1356,57.3517,57.2161
r,0.179,59.3234,59.1444
period,0.1597,60.3785,60.2188
C,0.1674,62.8412,62.6738
o,0.1494,63.6008,63.4514
m,0.106,64.462,64.356
o,0.1443,64.8594,64.7151
s,0.2223,67.7903,67.568
i,0.1346,68.1905,68.0558
n,0.1423,68.8098,68.6675
t,0.164,69.4464,69.2825
i,0.1442,69.6906,69.5464
e,0.171,70.2696,70.0985
r,0.1845,70.5911,70.4066
o,0.1448,70.9931,70.8483
n,0.1493,71.5788,71.4296
space,0.114,71.9155,71.8015
f,0.1672,72.5044,72.3372
r,0.181,73.1936,73.0126
i,0.1621,73.914,73.752
o,0.1839,75.1042,74.9203
comma,0.153,76.8168,76.6638
d,0.1667,79.303,79.1364
e,0.1662,79.7434,79.5771
c,0.1963,80.3087,80.1124
i,0.1794,80.6554,80.476
d,0.2103,81.4289,81.2186
i,0.1742,81.9848,81.8106
e,0.1767,82.3559,82.1792
r,0.1994,82.7586,82.5592
o,0.167,83.3873,83.2203
n,0.1584,83.9835,83.8251
space,0.1764,88.53,88.3537
q,0.1733,89.8511,89.6778
u,0.1686,90.19,90.0214
e,0.1615,90.7502,90.5887
space,0.1308,91.0316,90.9008
u,0.136,91.5368,91.4008
n,0.1239,91.9924,91.8685
o,0.1291,92.442,92.313
space,0.1113,92.9525,92.8412
d,0.1604,93.3308,93.1704
e,0.1549,93.7207,93.5658
space,0.1166,94.0088,93.8922
e,0.1868,94.4351,94.2483
l,0.1031,94.8945,94.7915
l,0.1301,95.1419,95.0118
o,0.1756,95.8944,95.7188
s,0.1633,97.7623,97.599
space,0.1353,98.113,97.9778
f,0.1832,98.927,98.7438
u,0.1558,99.1904,99.0345
e,0.1661,99.5642,99.3982
r,0.1392,99.8552,99.7161
a,0.2057,101.0009,100.7953
space,0.1584,101.7649,101.6065
a,0.1734,102.9697,102.7962
space,0.1097,103.2433,103.1336
p,0.1667,104.037,103.8704
e,0.1656,104.3948,104.2293
d,0.1718,104.9112,104.7395
i,0.171,105.2443,105.0733
r,0.1615,105.6314,105.4699
space,0.1384,106.2151,106.0766
u,0.1314,106.7307,106.5993
n,0.1383,107.104,106.9657
space,0.124,107.5099,107.386
c,0.1995,108.3153,108.1158
o,0.1406,108.7218,108.5812
b,0.1547,109.4982,109.3435
e,0.1646,110.0817,109.9171
r,0.1738,110.4001,110.2263
t,0.2042,111.0721,110.868
o,0.1937,112.5401,112.3464
a,0.174,114.3773,114.2033
space,0.1235,114.6887,114.5652
l,0.1363,115.2552,115.119
a,0.1569,115.5932,115.4364
space,0.1078,116.0002,115.8924
p,0.1413,116.597,116.4557
o,0.1357,116.8927,116.757
s,0.1663,117.307,117.1406
a,0.1894,118.0376,117.8482
d,0.1593,118.5258,118.3665
e,0.1974,118.8894,118.692
r,0.1486,119.1472,118.9986
a,0.1797,120.2183,120.0386
period,0.1659,122.5328,122.3669
P,0.1436,125.0716,124.9281
e,0.1439,125.8678,125.7239
r,0.1798,126.2119,126.0322
o,0.1436,126.4976,126.354
space,0.1231,127.127,127.0039
e,0.2019,127.4651,127.2631
l,0.1615,127.7657,127.6042
space,0.134,128.1023,127.9682
v,0.1713,132.2056,132.0344
i,0.1619,132.4957,132.3338
j,0.1612,134.2138,134.0525
e,0.1794,134.5403,134.3609
r,0.1924,134.89,134.6977
o,0.2138,135.5781,135.3644
comma,0.1415,137.5385,137.397
q,0.2093,138.6863,138.477
u,0.1627,138.9328,138.77
e,0.1754,143.008,142.8326
r,0.1655,143.3619,143.1965
i,0.1364,143.6221,143.4857
e,0.1868,144.0802,143.8934
n,0.154,144.4642,144.3102
d,0.1845,144.9141,144.7297
o,0.1826,145.3921,145.2095
space,0.1469,150.723,150.5761
l,0.1084,152.1683,152.0599
l,0.1161,152.4,152.2839
e,0.1745,152.9619,152.7874
v,0.1641,153.5639,153.3998
a,0.1617,154.1921,154.0304
r,0.1386,154.7054,154.5668
s,0.1439,155.3125,155.1687
e,0.1719,155.6706,155.4986
space,0.1272,156.068,155.9407
t,0.1824,156.755,156.5726
o,0.1463,156.9819,156.8356
d,0.1811,157.7241,157.5429
o,0.139,158.0218,157.8829
space,0.1711,160.7638,160.5926
e,0.1755,164.0708,163.8953
l,0.1417,164.8808,164.739
space,0.1163,165.3309,165.2146
d,0.166,165.7562,165.5901
i,0.1373,166.0483,165.9109
n,0.1418,166.4169,166.2751
e,0.1766,166.7904,166.6138
o,0.1882,168.2619,168.0737
comma,0.1493,169.3114,169.1621
d,0.1844,169.9149,169.7306
i,0.1295,170.2623,170.1329
j,0.1283,170.7236,170.5952
o,0.1593,171.6314,171.4721
space,0.1113,172.0689,171.9576
a,0.1869,172.9421,172.7552
space,0.0985,173.6632,173.5647
l,0.1205,174.0434,173.9229
a,0.1549,174.4131,174.2582
space,0.1057,174.8121,174.7064
p,0.1338,175.3737,175.2399
o,0.1361,175.6582,175.5221
s,0.1539,176.0812,175.9273
a,0.1637,176.7416,176.5779
d,0.1621,177.1695,177.0074
e,0.1893,177.5204,177.3311
r,0.1667,177.9174,177.7507
colon,0.1443,181.1642,181.0199
M,0.1445,185.0919,184.9474
i,0.1491,185.6685,185.5194
s,0.1617,187.2926,187.1309
space,0.1364,187.6697,187.5334
c,0.1847,188.2345,188.0498
o,0.1356,188.5231,188.3874
m,0.115,188.8838,188.7688
p,0.1185,189.3316,189.2131
a,0.2019,189.965,189.7631
ntilde,0.1193,190.3627,190.2434
e,0.1697,190.7415,190.5718
r,0.1766,191.0878,190.9112
o,0.1598,191.4442,191.2844
s,0.1931,192.7995,192.6064
space,0.1529,193.7396,193.5867
m,0.18,196.3554,196.1753
e,0.1765,196.6553,196.4789
space,0.1286,196.9518,196.8232
e,0.1764,197.3778,197.2015
n,0.1392,197.6365,197.4973
c,0.1442,198.4949,198.3508
a,0.1499,199.034,198.8841
r,0.1796,200.221,200.0414
g,0.1591,200.6349,200.4757
a,0.1704,201.459,201.2886
n,0.1448,202.3028,202.1579
space,0.1389,204.1904,204.0514
q,0.1756,206.0288,205.8532
u,0.1632,206.3045,206.1413
e,0.1751,206.7797,206.6045
space,0.1366,207.0079,206.8713
o,0.1462,207.7325,207.5863
