Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
e,0.2195,5.2128,4.9933
l,0.2326,7.201,6.9684
space,0.1748,8.5799,8.4051
r,0.1544,10.5706,10.4162
e,0.2424,11.0219,10.7795
s,0.22,12.4631,12.2431
t,0.1974,15.1652,14.9678
o,0.1966,16.1444,15.9478
space,0.2506,17.2588,17.0081
d,0.1039,21.5282,21.4243
e,0.1655,22.0811,21.9156
l,0.176,23.4661,23.2901
l,0.1933,23.8241,23.6308
a,0.2068,24.9801,24.7733
space,0.2019,25.8536,25.6517
c,0.1686,27.267,27.0984
o,0.2104,29.1858,28.9754
n,0.1811,29.8348,29.6536
c,0.2136,31.0141,30.8006
u,0.231,32.3835,32.1524
r,0.2717,34.5127,34.241
i,0.1969,35.317,35.1201
a,0.2092,36.6562,36.447
n,0.1668,37.3428,37.176
space,0.2768,38.1016,37.8248
s,0.1815,41.9423,41.7608
a,0.254,42.4605,42.2065
y,0.1573,44.8017,44.6444
o,0.1792,45.682,45.5027
space,0.2098,46.3895,46.1797
e,0.2114,48.8829,48.6715
space,0.2807,49.7658,49.4851
l,0.219,52.9241,52.7051
e,0.2279,54.2659,54.0381
n,0.1944,55.384,55.1895
t,0.2247,56.8557,56.631
e,0.2203,58.0985,57.8782
j,0.2327,58.906,58.6732
a,0.2725,59.593,59.3205
s,0.2099,60.258,60.0481
space,0.2846,61.0981,60.8134
l,0.2148,65.5026,65.2877
o,0.1795,66.1591,65.9796
s,0.2238,67.3593,67.1354
space,0.2038,68.155,67.9511
v,0.1892,69.8584,69.6691
mouse_left,0.1003,70.2381,70.1378
i,0.2329,71.8839,71.651
e,0.1855,73.0283,72.8428
r,0.2165,73.4183,73.2018
n,0.238,74.3385,74.1005
mouse_left,0.1006,74.3617,74.2611
e,0.186,75.1117,74.9258
s,0.2199,75.9221,75.7022
space,0.2026,76.6874,76.4848
a,0.2212,78.3472,78.1259
l,0.2549,80.0955,79.8406
u,0.2624,83.24,82.9777
n,0.2067,84.1724,83.9657
p,0.2506,92.3445,92.0939
a,0.2667,93.214,92.9474
l,0.1912,94.1265,93.9353
o,0.233,94.6366,94.4036
m,0.1719,95.4488,95.277
i,0.189,96.1925,96.0035
n,0.1794,96.8448,96.6654
mouse_left,0.1,101.9299,101.8298
a,0.2632,109.6086,109.3454
ntilde,0.228,112.8506,112.6226
a,0.2502,113.7363,113.4861
d,0.1486,114.439,114.2904
a,0.1952,114.4648,114.2697
i,0.2849,116.0815,115.7966
d,0.1832,116.7654,116.5822
u,0.2497,117.5177,117.268
r,0.2102,118.4899,118.2797
l,0.245,124.7074,124.4624
o,0.2416,125.2319,124.9903
s,0.2286,126.1024,125.8738
space,0.1883,127.011,126.8227
s,0.1416,128.1617,128.0201
a,0.181,128.7535,128.5725
b,0.2031,130.2042,130.001
a,0.262,131.4599,131.1979
d,0.1738,132.3232,132.1494
o,0.2271,133.919,133.6919
mouse_left,0.0991,135.1459,135.0468
c,0.2012,141.2862,141.085
o,0.2011,142.6132,142.4121
n,0.2567,143.2899,143.0332
s,0.1759,143.8362,143.6602
u,0.2859,149.1362,148.8503
m,0.2002,150.0442,149.8439
i,0.1929,150.6834,150.4905
a,0.2253,152.0831,151.8578
n,0.1912,152.7017,152.5105
l,0.2698,157.8867,157.6169
a,0.1751,158.2008,158.0258
s,0.2182,158.8678,158.6496
space,0.1523,159.6445,159.4922
t,0.14,161.1215,160.9815
r,0.1219,161.5221,161.4002
e,0.222,161.9872,161.7652
s,0.1684,162.5273,162.3589
space,0.2045,163.6558,163.4513
p,0.2007,165.1818,164.9811
a,0.2389,166.3763,166.1374
r,0.2055,167.5345,167.329
t,0.1727,168.2559,168.0833
mouse_left,0.1008,168.5799,168.4791
e,0.2633,169.5039,169.2406
s,0.2624,170.6286,170.3662
d,0.1475,179.668,179.5205
e,0.2442,180.069,179.8248
space,0.2132,181.1393,180.9262
u,0.2088,182.8832,182.6744
space,0.2309,183.5499,183.3191
a,0.2338,184.3872,184.1533
s,0.2357,185.4776,185.2418
i,0.2649,186.6035,186.3386
e,0.2315,187.1538,186.9223
n,0.1478,188.1686,188.0209
d,0.2668,189.4325,189.1657
a,0.2443,190.8128,190.5685
e,0.1699,196.3953,196.2254
l,0.2313,198.2118,197.9805
space,0.1914,198.7924,198.601
r,0.1596,199.7681,199.6084
e,0.1902,200.3554,200.1652
s,0.1923,201.4026,201.2103
t,0.1681,202.6779,202.5097
o,0.2255,204.4299,204.2044
space,0.191,205.0835,204.8925
e,0.1816,207.1417,206.9601
l,0.2094,208.583,208.3736
l,0.2056,208.9541,208.7484
a,0.2079,209.9434,209.7355
c,0.1687,214.8616,214.6929
o,0.2354,216.8446,216.6091
n,0.1908,217.5485,217.3576
c,0.1879,218.5425,218.3546
l,0.2441,220.3792,220.1351
u,0.1923,221.1784,220.9861
i,0.2165,222.1246,221.9082
a,0.1692,223.0318,222.8626
n,0.1873,223.8671,223.6798
space,0.1701,224.2712,224.1011
s,0.1417,225.55,225.4083
a,0.2012,226.0496,225.8484
y,0.1999,227.3079,227.108
o,0.1695,228.7085,228.5389
d,0.1609,233.9083,233.7474
e,0.196,235.1526,234.9565
space,0.2191,236.531,236.3119
v,0.1308,238.2392,238.1084
e,0.207,239.0213,238.8143
l,0.2605,240.4749,240.2144
a,0.2055,241.0074,240.8019
r,0.2094,241.546,241.3366
t,0.1388,241.9572,241.8184
e,0.2578,242.6286,242.3707
c,0.126,249.5379,249.4119
a,0.1921,250.1402,249.9481
l,0.2258,250.8764,250.6505
z,0.1311,251.8983,251.7672
a,0.2046,252.4281,252.2235
space,0.2091,253.0284,252.8193
d,0.1666,253.6238,253.4573
e,0.2492,255.124,254.8748
space,0.1607,255.569,255.4083
mouse_left,0.099,257.0162,256.9173
v,0.1721,257.1434,256.9713
e,0.1963,258.9053,258.709
l,0.21,260.7054,260.4953
l,0.2205,261.6828,261.4623
u,0.196,263.0547,262.8587
d,0.2138,264.6989,264.4852
o,0.1597,265.6444,265.4847
a,0.204,272.1697,271.9657
r,0.2045,273.229,273.0245
