Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
space,0.0596,0.6288,0.5692
p,0.0924,1.1704,1.0781
i,0.0702,1.8837,1.8135
m,0.1058,2.1994,2.0935
e,0.1133,2.4315,2.3182
r,0.1285,2.6559,2.5274
space,0.0734,3.1309,3.0575
d,0.1039,3.4535,3.3496
i,0.0829,3.92,3.8371
a,0.1141,4.275,4.1608
space,0.065,4.7568,4.6918
d,0.0932,4.994,4.9009
e,0.1062,5.229,5.1228
space,0.0604,5.3977,5.3372
v,0.0653,5.7792,5.7139
i,0.0658,6.3598,6.294
a,0.1234,6.649,6.5256
j,0.0734,7.2772,7.2039
space,0.0439,9.9228,9.8789
l,0.0538,12.0764,12.0226
l,0.0747,12.2825,12.2078
e,0.1488,12.6615,12.5127
g,0.0913,13.0824,12.9911
a,0.1105,13.3438,13.2333
r,0.1592,13.7732,13.6139
o,0.0973,14.1584,14.0611
n,0.0687,14.5451,14.4764
space,0.0657,15.1248,15.0591
a,0.076,15.4377,15.3617
space,0.0661,15.9598,15.8937
u,0.0785,16.3788,16.3003
BackSpace,0.0781,18.2798,18.2018
n,0.0658,18.7547,18.6889
space,0.0577,18.9867,18.929
p,0.0686,19.62,19.5514
u,0.0711,20.1755,20.1044
e,0.1364,20.571,20.4346
b,0.0522,21.231,21.1788
l,0.0671,21.811,21.7439
o,0.0572,22.0749,22.0176
space,0.0634,31.9875,31.9241
a,0.106,32.5036,32.3976
l,0.061,32.867,32.806
g,0.058,33.3131,33.2551
u,0.0337,33.6566,33.6229
n,0.069,34.2216,34.1525
a,0.1007,34.4497,34.349
s,0.1033,34.698,34.5948
space,0.0752,34.8944,34.8191
o,0.0729,35.5653,35.4924
e,0.1084,36.0089,35.9005
r,0.0833,36.2335,36.1503
s,0.1315,37.1324,37.0009
o,0.062,37.2673,37.2053
n,0.0606,37.6656,37.605
a,0.11,37.9853,37.8754
s,0.0794,38.2684,38.189
space,0.0602,38.7624,38.7022
s,0.1056,39.022,38.9165
e,0.1223,39.3064,39.1841
space,0.0607,39.4259,39.3653
e,0.1346,39.6782,39.5436
n,0.0559,39.8798,39.8239
f,0.0784,40.2832,40.2048
a,0.0786,40.9084,40.8297
d,0.0523,41.1826,41.1304
a,0.1459,41.6142,41.4683
r,0.135,42.0601,41.9251
