Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
u,0.0607,0.5494,0.4887
n,0.058,1.1391,1.0811
d,0.0935,1.447,1.3535
o,0.0565,1.6704,1.6139
space,0.0623,1.9192,1.8569
i,0.0708,2.4868,2.416
e,0.0979,2.7962,2.6983
r,0.0919,3.0228,2.9308
o,0.0604,3.2155,3.1552
n,0.0533,3.6253,3.572
space,0.0693,5.1372,5.0679
a,0.0801,6.0889,6.0088
l,0.0622,6.8213,6.7591
space,0.0659,7.0288,6.9628
i,0.0565,7.86,7.8035
e,0.0804,8.1437,8.0633
j,0.0628,8.7324,8.6696
o,0.0608,8.942,8.8812
space,0.0661,9.7248,9.6587
c,0.0401,10.4011,10.3609
BackSpace,0.0554,11.5562,11.5009
s,0.0889,12.3075,12.2186
o,0.0584,12.5747,12.5163
b,0.0585,12.9305,12.872
r,0.05,13.2381,13.1881
e,0.0606,13.4377,13.377
space,0.0688,13.5565,13.4877
e,0.0746,13.7093,13.6347
l,0.0576,13.892,13.8345
space,0.0532,14.15,14.0968
b,0.0837,14.5684,14.4848
u,0.0621,15.3733,15.3112
r,0.0659,15.8464,15.7805
r,0.092,16.0209,15.9289
o,0.0604,16.2372,16.1768
space,0.0627,19.2479,19.1852
y,0.0628,19.7151,19.6522
space,0.0751,19.9667,19.8916
a,0.0792,20.1034,20.0242
l,0.0627,20.3045,20.2418
space,0.0605,20.5328,20.4722
n,0.0613,20.8281,20.7668
i,0.0479,21.0622,21.0143
ntilde,0.0606,21.7187,21.6581
o,0.0609,21.9364,21.8756
space,0.0625,22.1929,22.1304
c,0.0834,22.9432,22.8598
a,0.1069,23.1989,23.092
m,0.0532,23.4206,23.3673
i,0.0573,23.6643,23.6071
n,0.0667,23.9568,23.89
n,0.0563,24.297,24.2407
d,0.0967,24.6131,24.5164
o,0.0578,24.8071,24.7493
period,0.0663,27.6224,27.5561
space,0.0577,27.8815,27.8238
D,0.0652,28.7851,28.7199
e,0.0639,29.2761,29.2122
c,0.0951,29.688,29.593
i,0.0618,29.9215,29.8597
a,0.1048,30.273,30.1682
n,0.0509,30.8009,30.75
exclamdown,0.0596,38.3454,38.2858
a,0.1076,39.46,39.3524
r,0.0583,39.7295,39.6712
d,0.026,39.9491,39.9231
BackSpace,0.0626,40.9249,40.8623
c,0.0938,41.2317,41.1379
e,0.1025,41.4781,41.3756
space,0.0701,41.6355,41.5654
exclamdown,0.0412,43.1761,43.1349
BackSpace,0.0601,43.184,43.1239
BackSpace,0.0474,43.3471,43.2996
BackSpace,0.0635,43.5169,43.4534
BackSpace,0.034,43.9453,43.9113
e,0.0522,45.3841,45.3318
c,0.0814,45.711,45.6296
e,0.0817,45.9329,45.8512
space,0.0551,46.0801,46.0249
m,0.0688,46.4461,46.3773
a,0.0696,46.6827,46.6131
BackSpace,0.0565,48.184,48.1275
e,0.0766,48.6324,48.5558
n,0.0578,48.799,48.7411
t,0.1012,49.2013,49.1001
i,0.0566,49.3917,49.3351
r,0.0547,49.7759,49.7212
a,0.105,50.0283,49.9233
exclamdown,0.0694,53.5943,53.5248
exclamdown,0.0607,57.5612,57.5005
u,0.0706,60.277,60.2064
e,0.0863,60.5674,60.4811
space,0.0753,60.6647,60.5894
i,0.053,61.4833,61.4303
j,0.063,62.1548,62.0918
o,0.0706,62.4724,62.4018
space,0.0657,63.8261,63.7604
t,0.054,64.4048,64.3508
a,0.0999,64.6343,64.5344
n,0.06,64.8866,64.8266
space,0.0641,65.0787,65.0145
e,0.0651,65.3868,65.3217
g,0.0999,65.8084,65.7085
o,0.0595,66.1416,66.0821
i,0.0564,66.9718,66.9154
s,0.1051,67.6115,67.5064
t,0.0662,67.8019,67.7357
a,0.1238,67.9914,67.8676
exclamdown,0.0712,71.0445,70.9732
a,0.0807,76.3523,76.2717
space,0.0654,76.5217,76.4563
m,0.062,76.9866,76.9246
o,0.0561,77.2103,77.1542
n,0.0617,77.454,77.3922
t,0.0637,77.739,77.6752
a,0.0976,77.9641,77.8665
d,0.0893,78.2433,78.154
o,0.0529,78.379,78.3261
space,0.0746,78.6306,78.556
e,0.1016,78.7966,78.695
n,0.0603,78.9514,78.8911
space,0.0764,79.1196,79.0431
e,0.0922,79.5837,79.4915
l,0.0578,79.6889,79.6311
space,0.0668,79.94,79.8733
b,0.1193,80.4539,80.3346
i,0.0438,80.6663,80.6225
BackSpace,0.0536,81.4099,81.3564
u,0.058,82.9358,82.8777
r,0.063,83.1373,83.0743
r,0.0839,83.3194,83.2355
o,0.0657,83.7823,83.7166
space,0.0697,84.1008,84.0311
y,0.0689,86.2241,86.1552
space,0.0673,86.4704,86.4031
e,0.1009,86.7148,86.6139
l,0.0626,86.8966,86.834
space,0.0608,87.1267,87.066
n,0.0709,87.5581,87.4872
i,0.0559,87.8025,87.7467
ntilde,0.061,88.295,88.234
o,0.0568,88.5102,88.4535
space,0.0653,88.7638,88.6986
a,0.1145,89.0744,88.9599
space,0.0577,89.1874,89.1297
p,0.0621,89.5202,89.4581
i,0.0583,89.7834,89.7252
e,0.0737,90.1849,90.1111
period,0.0658,90.8127,90.7469
Return,0.0924,92.3252,92.2327
l,0.066,95.3081,95.2421
space,0.0706,95.5475,95.4769
s,0.0654,95.772,95.7066
a,0.1144,96.0067,95.8923
l,0.0621,96.051,95.9888
i,0.0531,96.2623,96.2092
r,0.053,96.643,96.59
space,0.0608,96.7466,96.6858
d,0.0921,97.101,97.009
e,0.0789,97.2963,97.2175
l,0.0615,97.3741,97.3126
space,0.0669,97.616,97.549
p,0.0527,97.9093,97.8566
u,0.0556,98.8499,98.7943
e,0.0784,99.1341,99.0556
b,0.1226,100.1297,100.007
l,0.067,100.2299,100.1629
o,0.0624,100.4168,100.3543
comma,0.0657,101.934,101.8683
e,0.1005,104.3859,104.2854
l,0.0708,104.6252,104.5544
space,0.0673,104.8822,104.8149
a,0.1109,105.1065,104.9956
b,0.1058,105.6241,105.5184
u,0.0555,105.8365,105.781
e,0.0967,106.0911,105.9944
l,0.0648,106.3819,106.3171
o,0.0666,106.5692,106.5026
space,0.0662,106.8319,106.7657
s,0.0962,107.0785,106.9822
e,0.0756,107.2744,107.1988
space,0.0583,107.3399,107.2816
b,0.0659,107.9709,107.905
a,0.1008,108.1726,108.0718
j,0.0695,108.5178,108.4483
o,0.0757,108.8155,108.7398
space,0.0705,109.0913,109.0209
d,0.0826,109.3352,109.2526
e,0.0805,109.5173,109.4368
l,0.0696,109.6267,109.5571
space,0.0575,109.8791,109.8217
b,0.0898,110.5987,110.5089
u,0.0621,110.8835,110.8213
r,0.0716,111.3151,111.2435
r,0.1102,111.4923,111.3821
o,0.0622,111.7464,111.6842
period,0.0652,113.6866,113.6214
L,0.0652,116.5155,116.4504
i,0.0623,117.7564,117.6941
e,0.0782,118.2538,118.1757
g,0.0653,118.5341,118.4688
r,0.1092,119.0292,118.92
o,0.0603,119.1868,119.1265
n,0.0706,119.4753,119.4047
space,0.062,119.6712,119.6092
space,0.0484,120.0046,119.9562
o,0.0607,120.6633,120.6027
t,0.0607,121.0572,120.9965
r,0.0838,121.2721,121.1883
o,0.0631,121.3591,121.2961
space,0.0656,121.6271,121.5615
p,0.0552,121.9429,121.8877
u,0.068,122.5747,122.5067
e,0.0877,122.9373,122.8496
l,0.0682,123.6535,123.5853
o,0.0558,123.8703,123.8145
period,0.0607,125.8649,125.8043
C,0.0662,129.5811,129.5149
o,0.0643,129.9929,129.9285
m,0.0669,130.2655,130.1986
o,0.0657,130.4614,130.3958
space,0.0677,130.709,130.6412
i,0.0521,130.9151,130.863
b,0.0662,131.5017,131.4356
n,0.0531,131.9398,131.8867
space,0.0519,132.1358,132.084
a,0.0705,132.2973,132.2267
BackSpace,0.0557,133.3674,133.3116
c,0.1114,133.8677,133.7563
a,0.0789,134.0793,134.0004
m,0.0529,134.2785,134.2256
i,0.0609,134.5079,134.447
n,0.0556,134.915,134.8594
n,0.0526,135.2723,135.2197
d,0.0933,135.6766,135.5833
o,0.0577,135.8856,135.828
space,0.0519,136.1523,136.1004
j,0.0701,137.447,137.377
u,0.0654,137.6268,137.5614
n,0.0656,137.8467,137.7811
t,0.0939,138.14,138.0462
o,0.0788,138.289,138.2102
s,0.1009,138.904,138.8031
space,0.0625,139.0528,138.9903
l,0.056,139.3331,139.2771
o,0.0658,139.537,139.4712
s,0.1013,139.78,139.6787
space,0.0657,139.8702,139.8045
d,0.1016,140.098,139.9964
o,0.0628,140.2663,140.2035
s,0.1009,140.453,140.3521
space,0.0579,140.5768,140.5188
j,0.0704,140.9804,140.9099
u,0.0672,141.1694,141.1022
n,0.0657,141.3867,141.321
t,0.1012,141.7505,141.6493
o,0.0552,141.889,141.8338
space,0.0708,142.2274,142.1566
a,0.1133,143.9044,143.7912
l,0.0627,144.101,144.0383
space,0.0705,144.3415,144.271
b,0.0959,144.8659,144.77
u,0.0657,145.1186,145.0529
r,0.0791,145.6587,145.5796
r,0.1092,145.8582,145.749
o,0.0669,146.1493,146.0824
space,0.0688,149.9719,149.9032
y,0.0654,150.2842,150.2188
comma,0.0582,150.9956,150.9375
e,0.0858,155.9354,155.8496
n,0.0633,156.5711,156.5079
space,0.0735,156.7452,156.6717
l,0.0608,157.0152,156.9545
u,0.0556,157.2854,157.2298
g,0.0607,157.7924,157.7317
r,0.0476,158.2235,158.1758
space,0.0657,159.4324,159.3668
d,0.0787,159.9247,159.846
e,0.0818,160.1138,160.032
space,0.0563,160.1673,160.111
m,0.0656,160.4572,160.3916
o,0.056,160.8472,160.7913
n,0.0656,161.1305,161.0649
t,0.0555,161.7185,161.663
r,0.0576,162.6798,162.6223
s,0.106,162.922,162.816
e,0.0955,163.1314,163.0359
comma,0.0672,164.6854,164.6183
v,0.0656,166.8893,166.8238
a,0.1141,167.1061,166.992
n,0.0624,167.4106,167.3482
space,0.0734,167.6023,167.5289
l,0.0585,167.8901,167.8317
o,0.0622,168.0938,168.0316
space,0.0769,168.416,168.3391
d,0.1057,168.659,168.5533
o,0.0516,168.8109,168.7593
s,0.0967,169.2603,169.1635
space,0.0514,169.442,169.3906
a,0.0941,170.2878,170.1937
n,0.0762,170.7067,170.6305
d,0.0607,171.0847,171.0239
a,0.1012,171.2632,171.162
n,0.0604,171.7174,171.657
d,0.0909,172.0309,171.94
o,0.0609,172.2327,172.1718
period,0.0597,177.3033,177.2436
space,0.0584,177.8206,177.7622
S,0.0657,178.6883,178.6226
l,0.0653,179.5436,179.4783
i,0.0578,179.7828,179.725
e,0.1137,180.136,180.0223
r,0.1179,180.3142,180.1963
o,0.0609,180.434,180.3732
n,0.0704,180.7472,180.6769
space,0.0624,182.4167,182.3543
d,0.0779,182.8176,182.7396
e,0.0701,183.0012,182.9311
l,0.0525,183.1254,183.0729
space,0.0671,183.3802,183.3132
p,0.0529,183.6588,183.6059
u,0.0608,183.9824,183.9216
e,0.0793,184.2755,184.1962
b,0.0615,184.7521,184.6906
l,0.065,185.0871,185.022
o,0.052,185.2684,185.2164
comma,0.0615,186.8201,186.7586
e,0.0897,188.3627,188.273
l,0.0562,188.5885,188.5323
space,0.0629,188.8445,188.7816
a,0.1194,189.1282,189.0088
b,0.0625,189.417,189.3545
u,0.0608,189.6652,189.6044
e,0.0899,189.9795,189.8897
l,0.069,190.2004,190.1314
o,0.0613,190.3949,190.3336
space,0.0555,191.5127,191.4573
s,0.0807,192.2338,192.1531
u,0.0531,193.086,193.0329
b,0.1014,194.2642,194.1628
i,0.0509,194.53,194.4792
acute,0.0642,195.9019,195.8377
o,0.0605,196.2266,196.1661
n,0.0719,196.505,196.4331
BackSpace,0.0696,199.2512,199.1816
BackSpace,0.0698,199.4473,199.3775
BackSpace,0.0514,201.1918,201.1405
o,0.0504,201.5605,201.51
space,0.0653,201.8311,201.7658
l,0.0584,203.1281,203.0696
space,0.051,203.3822,203.3312
n,0.057,208.6784,208.6214
i,0.0565,208.8895,208.833
ntilde,0.0682,209.9814,209.9133
o,0.0692,210.1941,210.1249
space,0.0706,210.4551,210.3845
space,0.0551,213.1584,213.1033
a,0.1021,213.402,213.2999
l,0.0565,213.6412,213.5848
space,0.0545,213.881,213.8264
b,0.1032,214.2269,214.1237
u,0.0613,214.8922,214.8309
r,0.0792,215.2805,215.2013
r,0.092,215.4447,215.3527
o,0.0598,215.6867,215.627
space,0.0275,217.0213,216.9937
space,0.0819,217.9119,217.8299
y,0.0597,218.2228,218.163
space,0.0663,218.4817,218.4154
c,0.0847,218.7967,218.712
o,0.0465,219.1092,219.0628
n,0.0576,219.3866,219.329
t,0.0835,219.8056,219.7221
i,0.0469,219.9974,219.9505
n,0.069,220.2718,220.2028
u,0.0538,220.5033,220.4495
a,0.0841,220.8143,220.7303
r,0.0868,221.2225,221.1357
o,0.0555,221.44,221.3845
n,0.0572,221.722,221.6648
space,0.0589,222.9153,222.8564
e,0.0779,223.7099,223.6321
l,0.0573,223.9516,223.8943
space,0.0524,224.184,224.1316
v,0.0896,224.4884,224.3988
i,0.0587,224.8738,224.8151
a,0.0952,225.3071,225.2119
j,0.066,225.9112,225.8452
e,0.0823,226.1784,226.0961
period,0.0595,226.7307,226.6712
Return,0.0744,227.6354,227.561
l,0.0623,230.2603,230.198
space,0.0611,230.5131,230.452
l,0.0583,230.916,230.8577
l,0.062,231.086,231.024
e,0.0871,231.4335,231.3464
g,0.0705,231.6574,231.587
a,0.1094,231.8547,231.7452
r,0.0608,231.988,231.9272
space,0.0663,232.4122,232.3459
a,0.1093,233.2296,233.1203
space,0.0585,233.383,233.3246
o,0.0607,234.1409,234.0802
t,0.0629,234.5325,234.4696
r,0.0705,234.7242,234.6538
a,0.0763,235.2541,235.1779
space,0.0656,235.4178,235.3522
a,0.0883,235.7983,235.7099
l,0.0608,236.0731,236.0123
d,0.0829,236.5346,236.4516
e,0.0709,236.719,236.648
a,0.0865,237.2623,237.1758
comma,0.0558,238.9051,238.8494
l,0.0658,239.6266,239.5609
a,0.0631,239.8412,239.7781
Caps_Lock,0.0732,239.845,239.7718
space,0.0465,239.9824,239.9359
g,0.0597,240.3553,240.2956
e,0.096,240.5384,240.4424
n,0.0516,240.7134,240.6618
t,0.0561,240.9993,240.9431
e,0.1003,241.1933,241.093
space,0.0461,242.1927,242.1466
e,0.0686,243.0353,242.9667
x,0.0699,243.8007,243.7309
c,0.0878,244.0578,243.97
l,0.0662,244.3889,244.3226
a,0.0882,244.5995,244.5113
m,0.0607,244.8293,244.7686
o,0.0611,245.0669,245.0058
space,0.0603,245.3338,245.2735
e,0.0703,245.9569,245.8866
s,0.0709,246.5931,246.5222
c,0.0741,246.9513,246.8771
a,0.077,247.4704,247.3934
n,0.0612,248.2136,248.1524
d,0.0691,248.9052,248.8361
a,0.1022,249.1619,249.0597
l,0.0604,249.305,249.2447
i,0.063,249.5522,249.4892
z,0.1005,249.8718,249.7713
a,0.1133,250.5204,250.4071
Caps_Lock,0.0649,263.3051,263.2402
u,0.0641,267.782,267.7179
e,0.0825,268.0971,268.0146
space,0.0768,268.2007,268.1239
n,0.0616,268.4597,268.3981
i,0.0466,268.7491,268.7025
ntilde,0.0681,269.3968,269.3288
o,0.0603,269.6213,269.561
