Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
p,0.0701,0.2605,0.1904
i,0.064,0.8715,0.8075
m,0.0749,1.2568,1.1818
e,0.1049,1.5715,1.4666
r,0.1064,1.8312,1.7248
space,0.1364,2.2337,2.0973
d,0.1362,2.5818,2.4456
i,0.1104,2.9475,2.8371
d,0.1141,3.8492,3.7351
space,0.1368,4.4176,4.2808
j,0.0903,6.247,6.1567
e,0.1002,6.6106,6.5104
space,0.0947,7.0097,6.9151
l,0.0651,7.5203,7.4552
l,0.0998,7.7444,7.6446
e,0.1129,8.0077,7.8949
g,0.0872,8.5378,8.4505
r,0.0669,9.3089,9.242
o,0.0675,9.7808,9.7134
n,0.0767,10.2681,10.1914
space,0.0742,10.6926,10.6183
a,0.1272,11.2625,11.1354
l,0.113,11.5281,11.4151
space,0.0824,11.8667,11.7843
p,0.0774,12.425,12.3476
u,0.0739,13.1212,13.0473
e,0.0902,13.2811,13.1909
b,0.0768,14.0026,13.9259
l,0.0908,14.4298,14.339
o,0.0702,14.6719,14.6016
e,0.1214,26.157,26.0356
n,0.0784,26.4873,26.4089
space,0.1092,26.811,26.7018
e,0.0932,27.269,27.1758
s,0.1012,27.883,27.7818
e,0.1042,28.128,28.0238
space,0.0966,28.4335,28.337
m,0.0972,28.771,28.6739
o,0.0713,29.174,29.1027
m,0.1075,29.707,29.5994
e,0.1241,30.2341,30.11
n,0.0888,30.5827,30.4939
t,0.1012,31.1206,31.0194
o,0.1041,31.4349,31.3308
space,0.0838,31.9143,31.8305
e,0.128,32.3236,32.1956
l,0.0835,32.6638,32.5803
space,0.082,33.0358,32.9538
b,0.096,34.443,34.347
u,0.0861,34.8216,34.7355
e,0.1121,35.0861,34.9741
l,0.0913,35.6176,35.5264
o,0.0887,35.8775,35.7888
space,0.0982,36.3469,36.2486
i,0.0687,37.026,36.9573
b,0.0704,37.5874,37.517
a,0.1282,37.8042,37.676
space,0.0744,38.0601,37.9857
s,0.0932,38.6082,38.515
e,0.0917,38.8957,38.804
n,0.074,39.1912,39.1172
t,0.0676,40.4399,40.3723
a,0.1016,40.6119,40.5103
d,0.0881,41.0832,40.9951
o,0.0747,41.6436,41.5689
space,0.0697,43.118,43.0484
n,0.0663,57.813,57.7467
space,0.1006,58.2011,58.1005
e,0.1186,58.6782,58.5596
l,0.0859,59.0591,58.9733
space,0.0799,59.4003,59.3204
b,0.0835,59.9612,59.8777
u,0.0649,60.5048,60.4399
r,0.0604,61.1397,61.0793
r,0.0607,61.3434,61.2827
o,0.0659,61.8134,61.7476
space,0.0832,62.2454,62.1623
y,0.0904,63.0391,62.9487
space,0.0932,63.5235,63.4303
e,0.1315,63.9493,63.8178
l,0.1107,64.1336,64.0229
space,0.0959,64.4981,64.4022
n,0.1184,64.8339,64.7155
i,0.0932,65.2275,65.1343
e,0.1139,65.5336,65.4196
t,0.1086,66.0713,65.9628
o,0.0836,66.3391,66.2555
space,0.0794,66.8168,66.7375
i,0.0831,67.701,67.6179
b,0.0661,68.5803,68.5142
space,0.0728,69.0211,68.9483
c,0.0701,69.6017,69.5317
a,0.1287,69.8244,69.6957
m,0.0705,70.2516,70.1811
i,0.0781,70.6233,70.5452
n,0.0705,71.1328,71.0623
a,0.1222,71.3656,71.2434
n,0.0691,71.7248,71.6558
d,0.0874,72.1769,72.0895
o,0.069,72.4768,72.4078
space,0.0766,72.8875,72.811
a,0.1379,73.3819,73.244
l,0.0903,73.5942,73.5039
space,0.0771,74.0028,73.9258
l,0.0743,74.6173,74.5431
a,0.1205,74.847,74.7265
d,0.091,75.346,75.2551
o,0.0864,75.9965,75.9101
l,0.1017,82.8998,82.798
space,0.0979,83.2814,83.1835
p,0.0692,83.8669,83.7976
s,0.0935,84.8232,84.7297
a,0.1125,85.0175,84.905
r,0.0693,85.2802,85.2109
space,0.0791,85.7679,85.6888
p,0.069,86.2548,86.1858
o,0.0894,86.5259,86.4365
r,0.0896,86.9556,86.866
