Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
p,0.0949,0.7885,0.6937
r,0.1079,1.793,1.6851
i,0.0912,2.1031,2.0119
m,0.0775,2.7843,2.7068
e,0.0814,3.3883,3.3069
r,0.0762,3.9323,3.8561
space,0.1082,4.2733,4.165
d,0.1111,4.8902,4.7791
i,0.0861,5.6391,5.553
a,0.1266,6.018,5.8914
space,0.1089,6.3355,6.2265
d,0.0936,8.289,8.1954
e,0.0952,8.5075,8.4123
space,0.1266,8.874,8.7474
v,0.1041,9.3707,9.2666
i,0.0986,9.8378,9.7391
j,0.1002,11.0486,10.9484
space,0.1009,13.0122,12.9113
l,0.088,13.7525,13.6645
l,0.0927,14.0256,13.9329
e,0.1056,14.6122,14.5066
g,0.1051,15.3202,15.2151
r,0.1009,17.3094,17.2086
o,0.1013,17.5674,17.4661
n,0.0876,17.9613,17.8737
space,0.0955,18.2579,18.1624
space,0.1145,21.9767,21.8622
u,0.0856,23.3166,23.231
n,0.0829,23.7491,23.6662
space,0.1034,24.0303,23.9269
p,0.1137,25.2573,25.1435
u,0.0907,31.4005,31.3098
e,0.0876,31.9591,31.8715
b,0.0755,32.7358,32.6603
l,0.0867,33.2345,33.1478
o,0.0936,33.5303,33.4367
space,0.1113,33.9576,33.8463
e,0.0772,37.8065,37.7293
n,0.0858,38.3586,38.2728
space,0.0973,38.6087,38.5114
e,0.0959,39.5063,39.4104
s,0.096,39.8608,39.7649
e,0.0824,40.1789,40.0965
space,0.0986,40.5539,40.4553
m,0.103,41.1509,41.0479
o,0.105,41.517,41.412
n,0.0878,42.0231,41.9353
BackSpace,0.0699,45.5896,45.5198
m,0.0826,47.4207,47.338
e,0.0699,48.2625,48.1926
n,0.0857,48.8626,48.7769
t,0.0745,49.6717,49.5972
o,0.0927,50.5825,50.4898
space,0.1083,50.937,50.8287
e,0.1233,54.9781,54.8547
l,0.1001,55.6299,55.5298
space,0.1146,55.9709,55.8563
a,0.118,56.5703,56.4523
b,0.1078,57.3471,57.2393
u,0.0956,57.7954,57.6998
e,0.1185,58.2657,58.1472
l,0.0905,58.7919,58.7014
o,0.1054,59.0421,58.9367
space,0.1003,59.4312,59.3309
i,0.1005,62.8279,62.7274
b,0.1,63.6412,63.5412
a,0.1283,64.0615,63.9332
space,0.0857,64.3454,64.2597
s,0.0909,64.6967,64.6058
e,0.0972,64.9383,64.8411
n,0.0907,65.5085,65.4178
t,0.0826,66.8585,66.7759
a,0.0924,67.4722,67.3798
d,0.0871,68.8527,68.7656
o,0.0782,69.38,69.3018
space,0.0952,69.7411,69.6459
s,0.1179,71.9083,71.7904
o,0.0951,72.8159,72.7208
b,0.0926,76.0047,75.9121
r,0.0798,76.3766,76.2968
e,0.0903,76.6315,76.5411
space,0.096,77.0469,76.951
e,0.1212,79.9289,79.8077
l,0.0952,80.6344,80.5392
space,0.1052,80.9687,80.8634
b,0.1004,83.5906,83.4902
u,0.0876,83.9753,83.8877
r,0.0856,84.5917,84.5061
r,0.1004,84.8731,84.7726
o,0.0832,85.7631,85.6798
y,0.0926,88.8477,88.7552
space,0.0955,89.1896,89.0941
e,0.1038,89.6366,89.5328
l,0.0906,90.0592,89.9687
space,0.0876,90.3828,90.2952
n,0.0952,91.6093,91.5141
i,0.0856,91.9229,91.8373
e,0.1103,92.6405,92.5302
t,0.0842,93.2238,93.1397
o,0.0863,93.9014,93.8151
space,0.1065,94.3217,94.2152
i,0.082,99.0598,98.9778
b,0.0684,100.01,99.9416
a,0.1131,100.5929,100.4798
space,0.0975,100.9276,100.8301
c,0.0943,101.3983,101.3041
a,0.1121,101.7676,101.6555
m,0.0867,102.4328,102.346
i,0.0993,102.7517,102.6524
n,0.0945,104.5313,104.4368
a,0.0911,105.3065,105.2154
n,0.0946,106.1114,106.0168
d,0.1205,107.0611,106.9405
o,0.0823,107.4338,107.3515
space,0.094,107.809,107.715
a,0.1117,109.9144,109.8027
l,0.0897,110.4658,110.3761
space,0.0947,110.7872,110.6925
l,0.0817,111.5383,111.4566
a,0.095,111.8823,111.7872
d,0.0926,113.0855,112.9929
o,0.104,113.7785,113.6745
space,0.127,115.9419,115.8149
a,0.0994,116.8131,116.7137
l,0.0737,117.2558,117.1822
space,0.0893,117.5751,117.4859
p,0.0885,124.9172,124.8287
a,0.1019,125.33,125.228
s,0.0719,125.5657,125.4938
a,0.0786,126.2249,126.1463
r,0.074,127.0373,126.9633
l,0.0818,139.7035,139.6216
a,0.0859,140.0869,140.001
space,0.0988,140.3789,140.2801
c,0.0832,141.5185,141.4353
a,0.0939,141.8976,141.8037
l,0.0918,142.4741,142.3823
l,0.0756,142.7142,142.6386
e,0.0867,143.2382,143.1515
space,0.0808,143.971,143.8901
p,0.0994,146.6833,146.5839
r,0.0814,147.4797,147.3983
i,0.0777,148.0022,147.9244
n,0.1033,148.3666,148.2633
c,0.121,148.9988,148.8777
i,0.1004,149.4408,149.3404
p,0.0953,150.6621,150.5668
a,0.1092,151.1555,151.0462
l,0.0958,151.5295,151.4337
space,0.1071,151.9102,151.8031
d,0.0823,154.0236,153.9412
e,0.0989,154.282,154.1831
l,0.091,154.9034,154.8124
space,0.0987,155.2331,155.1345
p,0.1136,155.8897,155.7761
u,0.1014,156.323,156.2216
e,0.0858,157.0683,156.9825
b,0.0808,157.682,157.6012
l,0.0764,158.1908,158.1144
o,0.0862,158.4391,158.3529
space,0.108,158.9112,158.8032
l,0.0945,162.3201,162.2255
g,0.1035,163.1938,163.0903
u,0.0934,163.5686,163.4752
n,0.0993,164.239,164.1397
a,0.1024,164.6637,164.5613
s,0.112,164.9471,164.8351
