Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
exclamdown,0.0601,1.4715,1.4114
P,0.0819,1.9443,1.8624
Shift_L,0.1622,1.9608,1.7986
a,0.0837,2.3209,2.2373
r,0.0883,2.4743,2.386
e,0.1061,2.5935,2.4875
c,0.1138,2.734,2.6203
e,0.0972,2.824,2.7268
space,0.1074,2.9577,2.8503
m,0.1043,3.0665,2.9621
e,0.1068,3.151,3.0442
n,0.1326,3.2888,3.1562
t,0.0841,3.3555,3.2714
i,0.1422,3.5283,3.3861
r,0.1069,3.72,3.6131
a,0.114,4.0368,3.9228
exclam,0.1275,8.7594,8.6319
exclamdown,0.0807,10.9983,10.9176
q,0.1068,12.0174,11.9106
u,0.0697,12.0827,12.013
[65105],0.1386,12.6367,12.4982
e,0.1295,12.8174,12.6879
space,0.0858,12.9116,12.8257
v,0.0887,13.097,13.0083
i,0.0705,13.2166,13.1461
e,0.1018,13.3527,13.2509
j,0.1507,13.6525,13.5017
space,0.1623,14.1387,13.9764
t,0.0896,15.1718,15.0822
a,0.096,15.4078,15.3119
n,0.0752,15.5336,15.4585
space,0.1005,15.608,15.5075
e,0.0947,15.6726,15.5779
g,0.08,15.8291,15.749
o,0.0872,15.9594,15.8722
i,0.1215,16.1515,16.0301
s,0.0698,16.2,16.1303
t,0.0923,16.3778,16.2855
a,0.0696,16.5357,16.4662
exclam,0.1296,18.4386,18.309
space,0.0805,20.0469,19.9664
V,0.086,20.253,20.1671
Shift_L,0.1845,20.2733,20.0888
a,0.1191,20.5027,20.3836
space,0.1197,20.636,20.5163
m,0.1497,20.7815,20.6318
o,0.1724,20.9268,20.7544
n,0.1193,21.0596,20.9403
t,0.0837,21.1393,21.0556
a,0.0869,21.3377,21.2508
d,0.1363,21.489,21.3528
o,0.106,21.5705,21.4645
space,0.1314,21.6758,21.5444
e,0.1215,21.7723,21.6508
n,0.1488,21.8917,21.7429
space,0.0827,21.9455,21.8627
e,0.1173,22.0559,21.9386
l,0.0917,22.1579,22.0662
space,0.1372,22.2652,22.128
b,0.1184,22.4689,22.3505
u,0.0733,22.8441,22.7708
r,0.0837,22.9789,22.8952
r,0.1253,23.1864,23.0611
o,0.1402,23.3213,23.1811
space,0.1009,23.4162,23.3153
y,0.126,24.501,24.375
space,0.1266,24.6158,24.4893
e,0.1449,24.7531,24.6083
l,0.1182,24.8452,24.727
space,0.1105,24.922,24.8115
p,0.0923,25.0868,24.9945
o,0.1213,25.1743,25.053
b,0.0748,25.3959,25.3211
r,0.1079,25.488,25.3801
e,0.1138,25.6819,25.5682
space,0.0777,25.7665,25.6888
n,0.0876,25.8633,25.7757
i,0.088,26.0495,25.9614
ntilde,0.135,26.6519,26.5169
o,0.1251,26.7438,26.6188
space,0.0903,26.8104,26.7201
a,0.0832,26.9293,26.8461
space,0.083,27.0304,26.9474
p,0.1276,27.1641,27.0365
i,0.0757,27.4647,27.389
e,0.1455,27.7182,27.5727
period,0.1412,27.8687,27.7274
Return,0.0863,28.3689,28.2825
Return,0.1097,28.6163,28.5066
Shift_L,0.1862,28.8392,28.653
l,0.105,29.0561,28.951
space,0.1096,29.189,29.0795
s,0.1311,29.3435,29.2124
a,0.0891,29.4235,29.3344
l,0.1525,29.5992,29.4467
i,0.1361,29.7467,29.6106
r,0.1008,29.8571,29.7563
space,0.0912,29.9805,29.8893
d,0.1509,30.1495,29.9986
e,0.1362,30.229,30.0928
l,0.1148,30.3215,30.2067
space,0.137,30.4004,30.2634
p,0.0871,30.5746,30.4876
u,0.1097,30.7303,30.6206
e,0.1321,30.9004,30.7683
b,0.1094,31.0279,30.9185
l,0.1297,31.3226,31.1929
o,0.0717,31.4573,31.3856
comma,0.1235,31.7595,31.6361
space,0.1363,31.8715,31.7352
a,0.0951,31.9622,31.8671
l,0.0928,32.0976,32.0048
space,0.0875,32.2078,32.1203
a,0.1155,32.3831,32.2676
