Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
space,0.1353,0.3601,0.2248
d,0.099,4.1635,4.0644
e,0.1179,4.3797,4.2618
l,0.0751,4.442,4.367
space,0.1105,4.6822,4.5717
p,0.0703,4.9318,4.8614
u,0.0582,5.3353,5.2772
e,0.1407,5.4735,5.3329
b,0.1215,5.8081,5.6866
l,0.0831,6.0225,5.9395
o,0.0658,6.1991,6.1332
space,0.0824,6.4959,6.4134
l,0.1005,8.8017,8.7012
g,0.1456,9.1005,8.9548
u,0.095,9.478,9.383
n,0.1313,9.7807,9.6494
a,0.1792,10.0283,9.8491
s,0.1208,10.9078,10.787
space,0.0702,11.0993,11.0291
p,0.0956,11.4016,11.3059
e,0.1487,11.6159,11.4672
r,0.1177,11.7869,11.6692
s,0.1735,12.0488,11.8752
o,0.0957,12.084,11.9883
n,0.0976,12.3584,12.2608
a,0.1226,12.5016,12.379
s,0.1535,12.7422,12.5887
space,0.1204,12.9435,12.823
e,0.1086,14.6621,14.5534
space,0.0883,14.8285,14.7402
e,0.1307,15.1379,15.0072
n,0.0873,15.304,15.2167
f,0.1213,15.4983,15.377
a,0.141,15.6951,15.5541
d,0.1418,15.9123,15.7704
a,0.1709,16.2596,16.0887
r,0.1353,16.478,16.3428
o,0.0871,16.5432,16.4561
n,0.1129,16.8265,16.7136
space,0.1004,17.0105,16.9101
c,0.1793,18.1392,17.9599
u,0.0884,18.281,18.1927
a,0.1448,18.442,18.2972
b,0.0837,18.5425,18.4588
n,0.0812,18.5497,18.4685
d,0.1197,18.7003,18.5806
o,0.0781,18.9915,18.9134
space,0.096,19.3153,19.2192
v,0.1618,20.3008,20.139
i,0.0691,20.414,20.3449
e,0.1385,20.5971,20.4586
r,0.158,20.8545,20.6965
o,0.0735,21.0365,20.963
n,0.0986,21.3061,21.2075
space,0.0834,21.5409,21.4575
l,0.0838,23.1101,23.0263
space,0.1071,23.3853,23.2781
v,0.1222,23.5597,23.4374
i,0.0927,23.7472,23.6545
e,0.1222,23.8817,23.7595
j,0.1256,24.0343,23.9087
o,0.1563,24.3496,24.1933
space,0.1042,24.6182,24.5139
s,0.1652,25.4684,25.3032
o,0.1261,25.963,25.8369
b,0.1075,26.0293,25.9218
r,0.1,26.3416,26.2415
e,0.1399,26.5601,26.4201
space,0.117,26.6317,26.5147
e,0.1125,26.8319,26.7194
l,0.0944,26.9071,26.8126
space,0.1079,27.1845,27.0765
b,0.1398,27.3586,27.2188
u,0.0749,27.6527,27.5778
r,0.0978,27.8645,27.7667
r,0.1347,28.1074,27.9727
o,0.1006,28.2739,28.1732
space,0.1305,29.3934,29.2629
y,0.0876,30.1515,30.0639
space,0.0945,30.3176,30.2231
l,0.0909,30.7171,30.6263
space,0.1053,30.8812,30.7758
n,0.1186,31.1608,31.0422
i,0.1015,31.5595,31.458
ntilde,0.1846,32.2516,32.067
o,0.1261,32.5489,32.4228
space,0.1239,32.7155,32.5917
c,0.1745,34.0362,33.8618
a,0.1555,34.6074,34.4518
m,0.1519,34.7088,34.557
i,0.0833,34.9934,34.9101
n,0.0957,35.4372,35.3416
a,0.1573,35.6105,35.4532
n,0.1058,35.6737,35.5678
d,0.1188,35.8502,35.7314
o,0.0559,35.9282,35.8722
period,0.0865,36.704,36.6176
space,0.1283,36.9952,36.867
d,0.144,38.0836,37.9396
