Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
a,0.0638,0.1316,0.0678
l,0.11,0.3094,0.1994
space,0.1146,1.0147,0.9001
p,0.088,1.3967,1.3087
a,0.0708,1.5204,1.4496
s,0.0653,1.6904,1.6251
a,0.0838,1.8754,1.7916
r,0.0727,2.198,2.1253
space,0.0659,2.8859,2.82
e,0.0653,11.6207,11.5554
l,0.137,11.9136,11.7766
space,0.1442,12.2097,12.0655
a,0.0849,12.3328,12.2479
b,0.0708,12.5943,12.5235
u,0.1051,12.8817,12.7766
e,0.0711,12.9828,12.9117
l,0.0613,13.3814,13.3201
o,0.1318,13.6377,13.5059
space,0.0965,13.7972,13.7007
s,0.0569,13.9162,13.8593
e,0.0965,14.1281,14.0316
space,0.0867,14.1979,14.1112
b,0.0848,14.4963,14.4115
a,0.065,14.6551,14.5901
space,0.0836,14.8032,14.7196
BackSpace,0.0656,16.1578,16.0922
j,0.0789,17.6429,17.564
o,0.1275,18.0643,17.9368
d,0.0645,18.5536,18.4891
e,0.0775,18.7495,18.672
space,0.1093,19.1415,19.0322
b,0.0922,19.4123,19.3201
u,0.0941,19.6664,19.5723
e,0.0662,19.896,19.8298
BackSpace,0.0807,21.2813,21.2006
u,0.0876,22.0817,21.9941
r,0.0584,22.3333,22.2749
r,0.0952,22.5465,22.4513
o,0.072,22.8331,22.7611
period,0.0943,24.9499,24.8556
space,0.0869,25.0575,24.9706
L,0.0837,27.741,27.6573
l,0.0779,28.3127,28.2348
e,0.0458,28.4559,28.4102
g,0.0692,28.827,28.7578
a,0.0837,28.956,28.8723
r,0.0649,29.2469,29.182
o,0.076,29.5188,29.4427
space,0.1267,29.81,29.6833
a,0.0577,30.0299,29.9722
space,0.0781,30.1648,30.0867
o,0.0574,30.8138,30.7564
t,0.0491,31.0239,30.9748
r,0.0525,31.204,31.1515
o,0.0703,31.3411,31.2708
space,0.0805,31.5238,31.4433
p,0.057,31.8253,31.7683
u,0.053,32.1937,32.1406
e,0.0516,32.3594,32.3078
b,0.0672,33.4142,33.347
l,0.0606,33.6132,33.5526
o,0.0413,33.7961,33.7547
period,0.0512,36.778,36.7268
space,0.0728,36.8997,36.8269
c,0.0592,38.3696,38.3104
o,0.0512,38.6367,38.5855
m,0.0867,38.8997,38.813
o,0.0775,39.1241,39.0466
space,0.0986,39.3287,39.2301
i,0.0522,39.5087,39.4565
b,0.0771,40.0719,39.9947
a,0.0594,40.1853,40.126
n,0.0878,40.3919,40.3041
c,0.0433,40.7836,40.7402
BackSpace,0.0587,43.9283,43.8696
space,0.1271,44.2927,44.1656
c,0.0607,44.7788,44.7181
a,0.0756,45.0398,44.9642
m,0.0884,45.1867,45.0982
i,0.0836,45.3793,45.2957
n,0.0659,45.6332,45.5673
a,0.0606,45.7796,45.719
n,0.0608,45.9088,45.848
d,0.0526,46.0858,46.0333
o,0.0528,46.4141,46.3614
space,0.065,47.7776,47.7126
l,0.0337,48.41,48.3763
o,0.075,48.5912,48.5161
s,0.0577,48.7081,48.6504
space,0.101,48.8302,48.7292
d,0.0577,48.9208,48.8631
o,0.0787,49.1397,49.0609
s,0.0572,49.2302,49.173
space,0.1011,49.383,49.2819
j,0.0526,50.6534,50.6007
u,0.0582,50.8159,50.7578
n,0.0802,51.0225,50.9423
t,0.0473,51.2642,51.2169
o,0.0707,51.832,51.7613
space,0.0956,52.0451,51.9495
a,0.0629,52.1431,52.0802
l,0.0753,52.379,52.3037
space,0.1012,52.6155,52.5143
b,0.0528,53.4396,53.3868
u,0.0528,53.5946,53.5418
r,0.0435,54.5379,54.4944
r,0.0555,54.7762,54.7207
o,0.0524,54.9807,54.9283
comma,0.076,60.1715,60.0956
space,0.0606,60.2276,60.167
u,0.0528,60.5948,60.542
n,0.0729,60.8435,60.7706
space,0.0651,60.9368,60.8717
g,0.0536,61.2599,61.2063
r,0.0643,61.4603,61.3959
u,0.0515,61.6374,61.5859
p,0.0549,62.1435,62.0886
o,0.07,62.3248,62.2548
space,0.0966,62.5288,62.4322
d,0.0507,62.6107,62.56
e,0.0648,62.7756,62.7108
space,0.0999,62.8595,62.7595
m,0.07,63.0723,63.0023
u,0.069,63.2961,63.2271
c,0.064,63.7191,63.6551
h,0.0639,63.8938,63.8298
a,0.0517,64.3634,64.3117
c,0.0513,64.6976,64.6463
h,0.0432,65.1518,65.1085
o,0.0838,65.7365,65.6527
s,0.0651,65.8579,65.7928
space,0.0839,65.9897,65.9058
s,0.056,66.2648,66.2087
e,0.0651,66.4355,66.3704
space,0.0967,66.586,66.4893
r,0.0546,66.815,66.7604
i,0.0562,67.04,66.9838
o,0.0701,67.2402,67.1701
space,0.0778,67.4248,67.3469
d,0.048,67.5875,67.5395
e,0.0675,67.7454,67.6779
space,0.077,67.8182,67.7413
e,0.05,67.9543,67.9042
l,0.0516,68.2026,68.1509
l,0.0645,68.3594,68.295
o,0.0738,68.5347,68.4608
s,0.0596,68.6674,68.6078
space,0.0856,68.7767,68.691
d,0.0526,68.9462,68.8935
i,0.0652,69.0781,69.0129
c,0.0545,69.4968,69.4424
i,0.0675,69.7123,69.6448
e,0.0557,69.853,69.7974
n,0.0678,70.0998,70.0321
d,0.0575,70.4077,70.3502
o,0.042,70.6103,70.5683
colon,0.0742,75.8819,75.8076
space,0.1083,79.3531,79.2448
minus,0.1073,79.9783,79.8709
u,0.0793,82.2236,82.1443
e,0.0618,82.3067,82.2449
space,0.0827,82.4328,82.3501
p,0.0744,82.8745,82.8001
a,0.051,83.0391,82.9882
r,0.0479,83.2645,83.2166
space,0.0918,83.4148,83.323
d,0.0536,83.5105,83.4569
e,0.0691,83.6695,83.6005
space,0.0941,83.7597,83.6656
t,0.0601,83.9169,83.8567
o,0.0597,84.0738,84.0141
n,0.0627,84.3688,84.3061
t,0.0586,84.6976,84.6391
o,0.0503,84.907,84.8567
s,0.0475,85.2378,85.1902
1,0.0592,89.8975,89.8383
space,0.0508,90.4312,90.3804
t,0.0701,93.7633,93.6932
i,0.0721,95.0351,94.9631
e,0.0578,95.1873,95.1295
n,0.0879,95.432,95.3442
e,0.0568,95.4847,95.4279
space,0.1434,95.8407,95.6973
u,0.0471,96.0383,95.9912
n,0.0888,96.3113,96.2225
space,0.1004,96.5149,96.4145
b,0.0617,96.8512,96.7895
u,0.0588,97.0367,96.9779
r,0.0509,97.3535,97.3026
r,0.0538,97.6074,97.5536
o,0.0547,97.788,97.7333
space,0.1199,99.2905,99.1705
y,0.0637,100.5386,100.475
space,0.0947,100.7339,100.6393
e,0.0596,101.0796,101.0201
n,0.0888,101.2789,101.1902
space,0.0931,101.4827,101.3896
l,0.0611,101.9563,101.8952
u,0.055,102.1655,102.1105
g,0.092,102.6454,102.5534
a,0.0656,102.8247,102.7591
r,0.0523,103.0805,103.0281
space,0.0978,103.2428,103.1451
d,0.0537,103.317,103.2633
e,0.07,103.4831,103.4131
space,0.0879,103.5646,103.4767
m,0.0791,103.8191,103.74
o,0.076,104.0848,104.0088
n,0.0663,104.3282,104.2619
t,0.0657,104.6067,104.541
a,0.0541,104.6901,104.6361
r,0.0433,104.937,104.8937
s,0.0476,105.1979,105.1503
e,0.052,105.4017,105.3497
space,0.0657,105.4811,105.4154
v,0.0532,107.1344,107.0812
a,0.0659,107.4661,107.4002
n,0.0751,107.6812,107.6061
space,0.093,107.8914,107.7985
a,0.0606,108.0789,108.0183
n,0.061,108.2261,108.1651
d,0.047,108.4651,108.4181
a,0.0655,108.6573,108.5918
n,0.0597,108.7999,108.7402
d,0.0465,109.0612,109.0148
o,0.0417,109.3175,109.2759
period,0.082,112.987,112.905
space,0.0694,113.0803,113.0109
s,0.0451,114.142,114.0969
a,0.07,114.3269,114.2569
l,0.074,114.4811,114.4071
i,0.0749,114.6921,114.6172
e,0.0576,114.8034,114.7458
r,0.0533,114.9771,114.9238
o,0.065,115.1456,115.0805
n,0.0768,115.4503,115.3735
space,0.0601,115.524,115.464
d,0.0562,115.7741,115.7179
e,0.0582,115.9334,115.8752
space,0.0764,116.0761,115.9997
l,0.0753,116.2803,116.2051
space,0.0751,116.4603,116.3853
p,0.0702,116.6529,116.5827
u,0.0735,117.0518,116.9783
e,0.0663,117.1766,117.1102
b,0.0712,117.7232,117.652
l,0.0653,117.9226,117.8573
o,0.0559,118.1029,118.047
space,0.1064,120.3665,120.2601
e,0.0575,121.3491,121.2917
l,0.0828,121.5412,121.4584
space,0.101,121.7241,121.6231
a,0.0673,121.8169,121.7495
b,0.0812,122.1605,122.0793
u,0.0774,122.4107,122.3333
e,0.0568,122.5704,122.5136
l,0.0566,122.9739,122.9173
o,0.0642,123.1673,123.1031
space,0.0625,123.2898,123.2273
s,0.0477,123.8841,123.8364
u,0.057,124.0768,124.0199
n,0.0817,124.3242,124.2425
BackSpace,0.0518,125.5226,125.4708
b,0.0655,126.1947,126.1292
i,0.0606,126.3409,126.2804
o,0.0645,126.5435,126.4791
space,0.1012,126.7423,126.6411
a,0.0495,126.8401,126.7906
l,0.0731,127.0591,126.986
space,0.0911,127.267,127.1759
n,0.0728,127.4466,127.3738
u,0.043,127.6241,127.581
i,0.0598,127.6365,127.5768
ntilde,0.0553,128.8379,128.7827
o,0.0626,129.033,128.9704
space,0.0963,129.2258,129.1295
a,0.0663,129.3471,129.2808
l,0.0781,129.5473,129.4692
space,0.0629,129.715,129.6522
b,0.073,129.9298,129.8569
u,0.061,130.2069,130.1459
r,0.0531,130.5061,130.453
r,0.0568,130.6694,130.6126
y,0.0658,133.567,133.5012
space,0.0802,133.6598,133.5796
c,0.0661,134.2281,134.1619
o,0.0588,134.3981,134.3393
n,0.0743,134.6507,134.5764
t,0.0702,134.97,134.8998
i,0.0529,135.1616,135.1086
n,0.0689,135.6554,135.5866
u,0.0728,135.8419,135.769
a,0.0641,136.1771,136.1129
r,0.0467,136.4535,136.4068
o,0.0454,136.853,136.8077
n,0.07,137.1093,137.0393
space,0.0512,137.1874,137.1362
e,0.0569,137.4664,137.4095
l,0.0644,137.6967,137.6323
space,0.0472,137.8183,137.7711
v,0.0551,138.0923,138.0372
i,0.0479,138.2768,138.2289
e,0.0526,138.6821,138.6294
BackSpace,0.056,140.0292,139.9732
a,0.0596,140.386,140.3265
j,0.059,140.7964,140.7374
e,0.0507,140.9786,140.928
period,0.0382,141.7241,141.6859
Return,0.1352,145.3065,145.1713
A,0.0908,151.9899,151.8991
l,0.0687,152.9307,152.8621
l,0.0663,154.4566,154.3903
l,0.0666,154.6217,154.5551
e,0.056,155.2621,155.2061
g,0.0746,155.607,155.5325
a,0.0658,155.6867,155.6209
r,0.0485,155.9333,155.8848
space,0.0809,156.0854,156.0045
a,0.0566,156.2194,156.1628
space,0.0764,156.3389,156.2625
o,0.0665,156.8689,156.8025
t,0.0573,157.1165,157.0592
r,0.0532,157.3497,157.2965
a,0.0533,157.6054,157.5521
space,0.0781,157.7375,157.6594
a,0.0889,158.3431,158.2542
l,0.0655,158.431,158.3654
d,0.062,158.6937,158.6317
e,0.0665,158.8951,158.8286
a,0.0508,159.3212,159.2703
comma,0.0833,162.7155,162.6322
space,0.0907,162.7716,162.6808
l,0.0837,163.0099,162.9262
a,0.0804,163.2146,163.1342
space,0.1048,163.37,163.2652
g,0.0561,163.5725,163.5165
e,0.0734,163.8227,163.7493
n,0.0843,163.9875,163.9033
t,0.0953,164.2689,164.1736
e,0.0583,164.3497,164.2915
space,0.1116,164.487,164.3754
e,0.0634,164.57,164.5065
x,0.0529,164.8932,164.8403
c,0.0808,165.5005,165.4197
l,0.0709,165.8253,165.7543
a,0.067,165.9357,165.8686
m,0.0748,166.2757,166.2009
[65105],0.0758,167.6322,167.5564
o,0.0685,167.9326,167.8641
space,0.1087,168.1559,168.0472
e,0.0888,169.7246,169.6357
s,0.0572,170.3904,170.3332
c,0.0557,170.8495,170.7937
a,0.0649,171.0986,171.0337
n,0.0658,171.3867,171.321
s,0.0621,171.5582,171.4961
a,0.0711,171.7682,171.6971
l,0.0612,172.142,172.0808
i,0.0706,172.3568,172.2862
z,0.0552,172.4713,172.4162
a,0.0667,172.6353,172.5686
d,0.0707,172.828,172.7572
a,0.056,173.0399,172.9839
colon,0.0618,177.5241,177.4623
space,0.0583,177.9059,177.8476
q,0.1132,180.0105,179.8973
u,0.0981,180.1541,180.056
e,0.084,180.2338,180.1498
space,0.1268,180.3567,180.2299
n,0.0783,180.5571,180.4788
i,0.0924,180.822,180.7296
ntilde,0.0931,181.5652,181.472
o,0.0726,181.7906,181.7179
space,0.1095,182.072,181.9625
m,0.1043,182.2998,182.1955
a,0.0533,182.38,182.3267
s,0.1104,182.6008,182.4903
space,0.0881,182.6847,182.5966
m,0.0708,182.9485,182.8777
a,0.0665,183.0446,182.9781
l,0.0433,183.4753,183.432
e,0.0708,183.9136,183.8428
d,0.101,184.2883,184.1873
u,0.0561,184.4946,184.4385
c,0.0563,184.6676,184.6113
a,0.0593,184.8934,184.8341
d,0.0745,185.1299,185.0554
o,0.0516,185.3095,185.258
space,0.1054,191.649,191.5436
u,0.0837,193.3744,193.2907
e,0.0826,193.5452,193.4625
space,0.1008,193.6397,193.5389
p,0.0653,194.3135,194.2483
o,0.0836,194.521,194.4374
c,0.0699,194.6778,194.6079
o,0.0975,194.7975,194.7
space,0.1001,194.9802,194.8801
r,0.0601,195.1138,195.0537
e,0.0817,195.2959,195.2142
s,0.1154,195.5343,195.4189
p,0.0767,195.7893,195.7126
e,0.0921,195.877,195.785
t,0.1297,196.2216,196.0919
o,0.0636,196.3709,196.3072
space,0.1156,199.5825,199.4669
V,0.0574,201.108,201.0506
a,0.0662,201.3849,201.3187
space,0.1016,201.9608,201.8592
m,0.096,202.2413,202.1454
o,0.0778,202.4226,202.3449
n,0.0651,202.6327,202.5675
t,0.0612,202.889,202.8278
a,0.0649,202.9839,202.919
d,0.0753,203.2173,203.142
o,0.0657,203.5422,203.4766
space,0.1063,203.7534,203.6471
e,0.0824,203.8616,203.7792
n,0.0885,204.0278,203.9393
space,0.086,204.1992,204.1132
e,0.0732,204.3,204.2269
l,0.0786,204.5991,204.5205
space,0.0831,204.7713,204.6881
b,0.0697,204.9888,204.9191
u,0.0655,205.2295,205.1639
e,0.0652,205.477,205.4118
r,0.0735,205.7309,205.6574
r,0.0805,206.0638,205.9834
BackSpace,0.0564,208.5356,208.4792
BackSpace,0.0476,208.707,208.6594
BackSpace,0.0477,208.8754,208.8277
BackSpace,0.0561,209.0375,208.9814
u,0.0505,210.2803,210.2298
r,0.0611,210.5895,210.5284
r,0.0759,210.7786,210.7027
o,0.0432,210.9989,210.9557
space,0.1132,213.6146,213.5014
y,0.0778,215.0784,215.0006
space,0.1178,215.316,215.1982
e,0.0875,215.5974,215.5099
l,0.0705,215.8405,215.77
space,0.0956,216.0208,215.9252
p,0.0626,216.2104,216.1478
o,0.0704,216.3872,216.3168
b,0.0913,216.6693,216.578
r,0.0582,217.0525,216.9942
e,0.0699,217.2575,217.1876
space,0.0838,217.4037,217.3199
v,0.0939,218.3141,218.2201
i,0.0794,218.4068,218.3274
e,0.0838,218.5684,218.4845
j,0.0704,218.7993,218.7289
o,0.1018,219.1297,219.0279
space,0.1043,219.3314,219.2271
c,0.0594,219.4916,219.4322
a,0.0827,219.7512,219.6685
m,0.1162,219.9159,219.7997
i,0.1087,220.1115,220.0028
n,0.0916,220.3275,220.2358
a,0.1145,220.489,220.3744
n,0.0709,220.5722,220.5014
d,0.0577,220.7391,220.6814
o,0.0915,221.138,221.0465
space,0.0963,221.3202,221.224
a,0.1046,221.4514,221.3468
space,0.1266,221.6362,221.5095
s,0.0794,221.7201,221.6408
u,0.0968,221.8952,221.7984
space,0.1153,222.1527,222.0374
l,0.087,222.5562,222.4692
a,0.0666,222.6438,222.5772
d,0.0887,222.905,222.8163
o,0.0586,223.0669,223.0083
period,0.0542,226.6643,226.6102
Return,0.0784,228.2401,228.1618
Return,0.0738,228.575,228.5012
n,0.0933,230.9399,230.8466
space,0.1268,231.1958,231.0691
a,0.065,231.7395,231.6746
s,0.0961,231.9452,231.8491
space,0.1272,232.0901,231.9629
a,0.0745,232.1784,232.104
f,0.1069,232.6597,232.5528
u,0.1008,232.8896,232.7889
e,0.0871,233.0501,232.9629
r,0.0753,233.2215,233.1462
a,0.065,233.4765,233.4115
s,0.0648,233.6893,233.6246
space,0.1239,233.881,233.7571
d,0.0618,233.9511,233.8892
e,0.0965,234.1332,234.0367
space,0.0949,234.2171,234.1221
l,0.123,234.6614,234.5385
a,0.0904,234.7402,234.6498
space,0.1233,234.9197,234.7964
a,0.0759,235.0161,234.9402
l,0.086,235.2378,235.1519
d,0.0652,235.4393,235.3741
e,0.0765,235.6091,235.5326
a,0.0593,235.84,235.7807
comma,0.1172,238.1007,237.9835
space,0.0861,238.1592,238.0731
