Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
space,0.1139,1.1666,1.0527
d,0.0822,1.4921,1.4098
e,0.0607,1.6478,1.5871
space,0.0746,1.7459,1.6714
v,0.0925,1.9496,1.8571
i,0.0826,2.1421,2.0594
j,0.0836,2.6834,2.5997
e,0.0798,2.8095,2.7297
space,0.0781,2.9192,2.8411
l,0.0528,3.13,3.0772
l,0.0623,3.246,3.1837
e,0.0786,3.4066,3.328
g,0.0758,3.653,3.5772
a,0.0915,3.785,3.6935
r,0.0538,3.8564,3.8025
o,0.0708,4.318,4.2473
n,0.0576,4.5259,4.4684
space,0.105,4.7262,4.6212
a,0.0883,4.8101,4.7218
l,0.0697,4.9571,4.8875
space,0.0874,5.1548,5.0674
p,0.0681,5.3463,5.2783
u,0.081,5.5509,5.4699
e,0.0702,5.6665,5.5963
l,0.0823,6.2732,6.1908
o,0.0894,6.5761,6.4867
period,0.0523,7.5019,7.4496
space,0.0557,7.7027,7.647
e,0.0761,7.9741,7.898
n,0.0463,8.1086,8.0624
space,0.0742,8.2726,8.1984
e,0.0745,8.3787,8.3042
s,0.1052,8.5627,8.4575
e,0.0772,8.7484,8.6712
space,0.0602,8.9279,8.8677
m,0.0829,9.1892,9.1063
o,0.0567,9.3641,9.3073
m,0.0886,9.5348,9.4462
e,0.0794,9.6096,9.5302
n,0.0792,9.7287,9.6495
t,0.0858,9.8744,9.7886
o,0.0664,10.0663,9.9999
space,0.0908,11.0642,10.9734
e,0.1298,11.3812,11.2514
l,0.0685,11.5708,11.5023
space,0.067,11.7752,11.7082
Caps_Lock,0.0588,11.8701,11.8113
b,0.0581,12.0168,11.9588
u,0.0606,12.2593,12.1987
w,0.0715,12.4641,12.3925
e,0.087,12.4725,12.3855
l,0.0568,12.5571,12.5003
o,0.056,12.6862,12.6302
space,0.0814,12.8964,12.815
i,0.0593,13.0753,13.0159
b,0.075,13.2679,13.193
a,0.091,13.4024,13.3115
space,0.0863,16.7975,16.7112
s,0.0918,17.1349,17.0431
e,0.0785,17.3018,17.2233
n,0.0694,17.4363,17.3668
t,0.0723,17.6702,17.5979
a,0.0829,17.7629,17.68
d,0.0824,17.9849,17.9026
o,0.0591,18.2265,18.1675
space,0.0857,18.4513,18.3656
s,0.1027,18.5352,18.4325
o,0.0661,18.6533,18.5872
b,0.0744,18.8771,18.8027
r,0.0743,19.0703,18.9959
e,0.0691,19.1586,19.0895
space,0.0742,19.266,19.1918
e,0.0823,19.4001,19.3178
l,0.0646,19.5878,19.5232
space,0.0814,19.7964,19.715
b,0.0815,20.0161,19.9346
u,0.0594,20.2051,20.1456
r,0.0594,20.4407,20.3813
r,0.0755,20.5879,20.5124
r,0.062,20.7017,20.6397
o,0.0597,20.849,20.7893
space,0.089,23.3889,23.2999
y,0.0789,23.9299,23.8511
space,0.0914,24.1911,24.0997
e,0.0739,24.355,24.2811
l,0.0726,24.5609,24.4884
space,0.0735,24.7775,24.704
n,0.0722,24.9493,24.8771
i,0.0833,25.1318,25.0486
e,0.0724,25.2353,25.1629
t,0.082,25.4943,25.4123
o,0.0774,25.6721,25.5947
space,0.0668,25.881,25.8142
i,0.0554,26.078,26.0226
n,0.0583,26.2535,26.1951
BackSpace,0.0471,27.31,27.2629
b,0.0815,27.8186,27.7371
a,0.0867,27.9879,27.9011
space,0.0695,28.0977,28.0282
c,0.077,28.3152,28.2382
a,0.0771,28.4118,28.3346
m,0.0818,28.7911,28.7093
i,0.0707,28.9857,28.915
n,0.0698,29.1659,29.0961
a,0.0828,29.2444,29.1616
n,0.0648,29.3052,29.2405
d,0.0874,29.5357,29.4482
o,0.0649,29.7112,29.6463
space,0.0829,29.9376,29.8546
a,0.1004,30.0893,29.9888
l,0.0641,30.142,30.0779
space,0.0821,30.3252,30.2431
l,0.0751,30.5057,30.4306
a,0.0862,30.6245,30.5383
d,0.0816,30.8786,30.797
o,0.0598,31.0856,31.0258
period,0.0643,33.4467,33.3824
space,0.0435,33.7202,33.6767
A,0.0632,34.6566,34.5934
l,0.0654,35.0569,34.9914
space,0.0835,35.2803,35.1968
p,0.0674,35.4607,35.3933
a,0.085,35.5505,35.4655
s,0.0653,35.6992,35.634
a,0.1054,35.8814,35.776
r,0.0728,36.0414,35.9686
space,0.0883,36.2602,36.1719
p,0.0723,36.6205,36.5482
o,0.0657,36.7567,36.6911
r,0.0796,36.9206,36.841
space,0.0732,37.0124,36.9392
l,0.0748,37.2174,37.1426
a,0.101,37.3573,37.2564
space,0.0777,37.4286,37.3508
c,0.0781,37.6847,37.6066
a,0.0929,37.8267,37.7338
l,0.0607,38.1779,38.1171
l,0.055,38.2912,38.2362
e,0.0781,38.4282,38.3501
space,0.0783,38.5551,38.4768
p,0.1055,38.9337,38.8282
e,0.0834,39.2102,39.1268
BackSpace,0.0718,40.1362,40.0644
r,0.0883,40.3817,40.2935
i,0.0963,40.6333,40.537
n,0.0968,40.8668,40.77
c,0.101,41.0595,40.9585
i,0.0699,41.2082,41.1383
p,0.0705,41.6227,41.5522
a,0.1192,41.8204,41.7013
l,0.078,42.0258,41.9478
space,0.1353,45.8129,45.6776
d,0.0884,45.9174,45.829
e,0.0937,46.0824,45.9887
l,0.0703,46.2219,46.1516
space,0.0887,46.4479,46.3592
p,0.0753,46.6658,46.5905
u,0.0886,46.8947,46.8061
e,0.0804,47.0054,46.925
b,0.1036,47.3814,47.2777
l,0.0839,47.6254,47.5415
o,0.0661,47.808,47.7419
comma,0.0707,48.0665,47.9958
space,0.0872,48.2564,48.1692
a,0.1011,48.4338,48.3327
l,0.0706,48.5404,48.4697
space,0.0639,48.7465,48.6826
g,0.0753,49.0254,48.95
u,0.0669,49.2284,49.1615
n,0.0954,49.4437,49.3483
a,0.0892,49.5633,49.4741
s,0.0956,49.7511,49.6554
space,0.065,49.8092,49.7443
p,0.0703,50.1169,50.0466
e,0.1135,50.3373,50.2238
r,0.0838,50.5077,50.4239
s,0.1364,50.7707,50.6343
o,0.0627,50.8496,50.7869
n,0.0701,51.068,50.9979
a,0.108,51.2858,51.1778
s,0.1269,52.0556,51.9287
space,0.0741,53.6661,53.592
s,0.0868,54.2756,54.1888
e,0.0732,54.4468,54.3737
space,0.1027,54.6001,54.4974
e,0.0794,54.6935,54.6141
n,0.0642,54.813,54.7488
f,0.0792,55.1257,55.0465
a,0.0801,55.2262,55.1462
d,0.0738,55.3495,55.2757
a,0.075,55.4168,55.3418
r,0.0854,55.8682,55.7828
o,0.0592,56.0711,56.0118
n,0.0791,56.3477,56.2685
space,0.104,60.242,60.1381
c,0.0773,60.6658,60.5884
u,0.0825,60.9703,60.8878
a,0.0927,61.0791,60.9864
n,0.1005,61.2259,61.1254
d,0.0824,61.3554,61.273
o,0.0696,61.5229,61.4533
space,0.0779,61.7586,61.6807
v,0.0982,61.8985,61.8003
i,0.0784,62.0276,61.9492
e,0.1016,62.2183,62.1167
r,0.0704,62.3776,62.3072
o,0.076,62.487,62.411
n,0.0626,62.7168,62.6542
space,0.1017,62.9188,62.8172
a,0.0912,63.0142,62.923
l,0.0712,63.1567,63.0855
space,0.0838,63.3754,63.2916
v,0.1054,63.5315,63.4261
i,0.0851,63.7039,63.6188
e,0.0938,63.8999,63.8061
j,0.0833,64.0163,63.933
o,0.0653,64.3912,64.3259
space,0.0623,64.612,64.5497
s,0.0879,64.7619,64.6739
e,0.0771,64.9081,64.831
n,0.0691,64.9981,64.929
t,0.0701,65.2228,65.1527
a,0.078,65.3142,65.2362
d,0.0935,65.5482,65.4547
o,0.0766,65.7675,65.6909
space,0.1044,66.0189,65.9145
s,0.1007,66.1299,66.0292
o,0.0699,66.2264,66.1565
b,0.0813,66.4618,66.3805
r,0.0769,66.6729,66.596
e,0.0726,66.8322,66.7597
space,0.0851,66.8936,66.8084
e,0.0818,67.0961,67.0143
l,0.0733,67.2228,67.1495
space,0.0768,67.4367,67.3599
b,0.0767,67.6314,67.5547
u,0.0649,67.8295,67.7645
r,0.0647,68.0227,67.9579
r,0.0744,68.2098,68.1354
r,0.0388,68.3136,68.2748
o,0.0746,68.484,68.4094
space,0.0803,71.2593,71.1789
y,0.0742,71.6728,71.5986
space,0.0834,71.9177,71.8343
a,0.0723,71.9946,71.9222
l,0.0854,72.2614,72.1759
space,0.0642,72.494,72.4298
n,0.083,72.7045,72.6215
i,0.0506,72.8832,72.8326
ntilde,0.077,73.3212,73.2442
o,0.0551,73.4981,73.4431
space,0.076,73.747,73.671
c,0.0765,73.9956,73.9191
a,0.0912,74.1398,74.0486
m,0.0865,74.4467,74.3603
i,0.0737,74.652,74.5783
n,0.0782,75.1666,75.0884
a,0.0783,75.2724,75.1941
n,0.0628,75.3262,75.2634
o,0.0779,76.2308,76.1529
period,0.0739,77.0717,76.9978
space,0.0526,77.2689,77.2162
d,0.0933,77.5628,77.4696
e,0.0752,77.7175,77.6423
[65105],0.0579,78.2155,78.1576
i,0.0744,78.5404,78.466
a,0.1218,78.7201,78.5982
n,0.0546,78.842,78.7874
colon,0.0429,79.76,79.7171
Return,0.0833,80.8826,80.7993
