Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
E,0.0514,0.5069,0.4555
l,0.0358,1.2696,1.2338
space,0.0455,1.5024,1.457
p,0.0511,1.9587,1.9076
r,0.0633,2.3863,2.323
i,0.0585,2.8486,2.7901
m,0.0522,3.105,3.0528
e,0.062,3.2422,3.1802
r,0.0573,3.4454,3.3882
space,0.0528,3.6296,3.5768
d,0.0695,3.847,3.7775
[65105],0.0511,4.1453,4.0943
i,0.052,4.4639,4.412
a,0.0423,4.5905,4.5481
space,0.0469,6.5019,6.4551
d,0.0599,6.7287,6.6689
e,0.0567,6.8846,6.828
space,0.0582,6.9786,6.9203
v,0.0517,7.3643,7.3126
i,0.0566,7.6178,7.5612
a,0.053,7.7617,7.7087
j,0.0513,8.1557,8.1045
e,0.0693,8.2708,8.2016
space,0.0407,8.4103,8.3696
l,0.048,8.6258,8.5778
l,0.0638,8.7604,8.6966
e,0.0525,8.8932,8.8406
g,0.0505,9.1774,9.1269
a,0.053,9.2926,9.2396
r,0.0597,9.5781,9.5185
o,0.0505,9.8857,9.8352
n,0.0609,10.1729,10.1121
space,0.0438,10.3717,10.3279
a,0.0559,10.4985,10.4426
space,0.043,10.5965,10.5534
u,0.0573,10.8717,10.8144
n,0.0499,11.0876,11.0377
space,0.0344,11.273,11.2386
p,0.0571,11.5262,11.4691
u,0.0489,11.8163,11.7674
e,0.0548,12.4123,12.3575
b,0.0466,12.6533,12.6066
l,0.0512,12.916,12.8648
o,0.0475,13.0889,13.0414
period,0.0464,16.8532,16.8068
space,0.0395,17.0916,17.0521
E,0.046,17.9666,17.9206
n,0.0537,18.4677,18.414
space,0.0572,18.6912,18.634
e,0.0545,19.9201,19.8656
s,0.0626,20.1027,20.0401
e,0.0551,20.3203,20.2652
space,0.058,20.5,20.442
BackSpace,0.0513,21.5518,21.5005
m,0.0533,22.0274,21.974
o,0.0468,22.2388,22.192
m,0.0483,22.4464,22.3981
e,0.053,22.7596,22.7065
n,0.0524,22.8193,22.7669
t,0.0533,23.0751,23.0218
o,0.0454,23.3913,23.3459
space,0.0476,24.8109,24.7633
e,0.0567,25.024,24.9672
l,0.0459,25.1603,25.1144
a,0.0471,25.6724,25.6253
b,0.0592,25.9173,25.8581
u,0.0511,26.2182,26.1671
e,0.064,26.3684,26.3043
l,0.0413,26.6072,26.566
o,0.0461,26.7727,26.7266
space,0.0551,27.051,26.9959
i,0.0448,27.277,27.2322
