Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
s,0.2359,0.4272,0.1912
c,0.1929,2.055,1.862
m,0.2103,4.4711,4.2609
o,0.183,5.1469,4.9639
d,0.2391,6.3071,6.068
o,0.2081,7.1757,6.9676
space,0.2162,10.3055,10.0893
e,0.2703,15.2828,15.0125
l,0.1732,16.0156,15.8425
space,0.2609,16.7484,16.4875
r,0.2966,21.0512,20.7546
i,0.1762,21.7304,21.5543
m,0.2005,22.6763,22.4758
e,0.2436,23.3342,23.0906
r,0.2081,23.8484,23.6403
space,0.1903,25.0829,24.8926
d,0.2833,26.925,26.6417
i,0.2001,27.6629,27.4628
a,0.2138,28.4416,28.2278
space,0.2162,29.0789,28.8627
d,0.2382,32.6746,32.4364
e,0.2482,33.2894,33.0412
space,0.2057,33.8944,33.6887
v,0.2628,35.3506,35.0878
i,0.2129,36.0508,35.8378
a,0.2304,36.7684,36.538
j,0.1378,37.4407,37.3029
e,0.1786,38.6939,38.5154
space,0.2556,39.5218,39.2662
l,0.1477,44.1685,44.0208
l,0.0985,44.4751,44.3766
e,0.2182,45.5968,45.3786
g,0.1814,47.3449,47.1635
a,0.2715,49.0717,48.8002
r,0.1093,50.085,49.9757
p,0.1527,50.9736,50.821
n,0.2069,52.1612,51.9543
space,0.1834,53.5396,53.3562
a,0.2147,58.5609,58.3462
space,0.1692,59.0101,58.841
u,0.2492,60.9986,60.7494
space,0.1342,61.5258,61.3916
BackSpace,0.2111,66.7729,66.5619
BackSpace,0.2197,67.3112,67.0915
BackSpace,0.2445,68.9324,68.6879
BackSpace,0.2676,69.6082,69.3406
a,0.2394,72.2537,72.0143
space,0.2313,72.9769,72.7456
mouse_left,0.1002,73.1056,73.0054
u,0.2384,76.7858,76.5473
n,0.2411,77.6684,77.4273
space,0.2268,78.3841,78.1572
p,0.2304,79.787,79.5566
u,0.1734,81.4171,81.2436
e,0.2518,82.2951,82.0433
b,0.1542,83.3906,83.2364
l,0.1869,84.284,84.0971
space,0.2704,86.7119,86.4415
e,0.2382,92.3078,92.0696
n,0.1746,93.134,92.9595
space,0.1801,93.5683,93.3882
e,0.213,97.2921,97.0791
s,0.2134,97.8678,97.6544
e,0.2177,98.4901,98.2724
space,0.216,99.0101,98.7941
m,0.1926,103.0434,102.8508
o,0.2223,103.929,103.7067
m,0.1585,104.7615,104.603
e,0.2706,105.7055,105.4349
n,0.175,106.4406,106.2656
t,0.2659,107.712,107.4461
o,0.1601,108.2762,108.1161
e,0.2489,114.6934,114.4445
l,0.219,115.5901,115.3711
space,0.2151,116.3925,116.1774
a,0.2343,117.626,117.3917
b,0.2433,118.5622,118.3188
