Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
A,0.1297,1.1309,1.0013
c,0.0997,1.5212,1.4215
r,0.0768,2.0567,1.9799
c,0.0466,2.288,2.2414
t,0.0793,2.9654,2.8862
e,0.0475,3.1894,3.142
space,0.0895,3.436,3.3465
a,0.0975,3.8844,3.787
space,0.083,4.0345,3.9515
mouse_left,0.1003,4.2728,4.1725
l,0.0708,4.6193,4.5485
a,0.092,4.8347,4.7427
space,0.0749,5.0118,4.9369
mouse_left,0.0995,5.2463,5.1468
i,0.0775,5.6545,5.577
g,0.078,6.2091,6.1311
l,0.0913,6.7665,6.6753
e,0.0692,7.0254,6.9562
s,0.0994,7.2792,7.1799
i,0.0697,7.5143,7.4446
space,0.093,11.3971,11.3041
mouse_left,0.0999,11.6506,11.5507
y,0.1033,11.9748,11.8715
space,0.1274,12.3599,12.2324
e,0.0839,12.5649,12.481
n,0.0855,13.0174,12.9319
mouse_left,0.0996,13.2314,13.1318
t,0.0775,13.2724,13.1949
e,0.1178,13.5697,13.4519
r,0.0972,13.7597,13.6624
a,0.1088,14.0725,13.9637
t,0.0802,14.3818,14.3017
e,0.0954,14.6253,14.5299
space,0.0822,14.8148,14.7326
mouse_left,0.1004,15.0292,14.9288
d,0.1271,15.1847,15.0576
space,0.069,15.5195,15.4505
mouse_left,0.1008,15.7841,15.6832
l,0.081,16.211,16.1299
o,0.0563,16.3972,16.3409
space,0.0866,16.7298,16.6432
q,0.1002,16.9509,16.8507
u,0.0698,17.0948,17.025
e,0.0831,17.2985,17.2155
space,0.0829,17.4896,17.4067
e,0.0808,17.6762,17.5954
mouse_left,0.1,17.7392,17.6392
s,0.1072,17.8995,17.7923
t,0.0652,18.3026,18.2374
a,0.086,19.1505,19.0646
space,0.0622,19.2714,19.2091
p,0.0829,19.6354,19.5525
a,0.1278,20.4124,20.2846
s,0.1002,20.5615,20.4613
o,0.0795,20.7422,20.6626
n,0.0873,21.0723,20.985
d,0.0951,21.596,21.5009
o,0.0887,22.1145,22.0258
period,0.0655,25.5488,25.4833
P_Add,0.0705,26.8861,26.8156
E,0.092,31.7444,31.6524
n,0.0937,32.6771,32.5834
t,0.0817,33.0603,32.9786
r,0.1163,33.3869,33.2706
e,0.0997,33.6365,33.5368
t,0.0735,33.9285,33.855
e,0.0801,34.1854,34.1052
P_Subtract,0.0811,35.4963,35.4152
a,0.0868,35.8886,35.8019
n,0.0832,36.2123,36.129
t,0.0783,36.4963,36.4181
o,0.0611,37.1379,37.0768
space,0.0648,37.4081,37.3433
e,0.0679,37.634,37.5662
mouse_left,0.0999,37.6462,37.5463
l,0.07,38.0632,37.9932
space,0.0634,38.3203,38.2569
s,0.086,38.4913,38.4053
a,0.0864,38.7163,38.6299
s,0.0822,38.9181,38.8358
t,0.0708,39.2699,39.1991
r,0.0965,39.5842,39.4877
