Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
i,0.2361,0.5341,0.2979
e,0.2075,0.8658,0.6583
s,0.1702,1.2987,1.1285
e,0.1801,1.7013,1.5212
space,0.182,2.1116,1.9296
e,0.1164,2.8812,2.7648
x,0.2298,3.4506,3.2208
p,0.1666,3.8327,3.6661
l,0.1193,4.3743,4.255
i,0.3213,5.0978,4.7765
c,0.1489,5.3507,5.2017
a,0.2672,6.0665,5.7992
r,0.2985,6.8673,6.5688
space,0.2897,7.8416,7.5519
l,0.3132,9.5788,9.2656
a,0.3421,9.9991,9.6571
s,0.2116,12.7564,12.5448
space,0.2408,13.3252,13.0844
t,0.1109,14.1675,14.0566
r,0.1251,14.5677,14.4427
e,0.2006,14.8986,14.698
s,0.2277,15.5066,15.2789
space,0.2743,15.9538,15.6794
p,0.2027,16.9346,16.7319
r,0.2297,17.8606,17.631
i,0.1851,18.2156,18.0305
n,0.1568,18.9285,18.7717
c,0.1752,19.298,19.1229
e,0.1704,19.8719,19.7015
s,0.1413,20.3364,20.1951
a,0.1672,20.7736,20.6064
s,0.1813,21.1027,20.9214
space,0.2674,22.5422,22.2748
s,0.1845,22.8267,22.6422
e,0.2053,23.3448,23.1395
space,0.3298,24.0837,23.754
h,0.1393,26.5368,26.3974
i,0.1979,26.9727,26.7748
c,0.1879,27.4484,27.2605
i,0.25,27.7873,27.5373
e,0.1911,28.4552,28.2641
r,0.1894,29.0054,28.816
o,0.2113,29.4298,29.2184
n,0.1623,30.0251,29.8627
space,0.1084,30.6355,30.5271
m,0.1285,31.037,30.9085
u,0.1551,31.7903,31.6352
y,0.1831,32.4787,32.2957
space,0.1873,33.4098,33.2225
d,0.1637,33.9889,33.8252
e,0.1973,34.5129,34.3156
l,0.1853,35.7218,35.5365
i,0.2438,36.3749,36.1311
c,0.1751,36.7946,36.6195
a,0.201,37.2479,37.0469
d,0.1723,37.8369,37.6646
a,0.1753,38.2044,38.0291
s,0.1925,38.5868,38.3943
period,0.2001,40.4622,40.2622
ccedilla,0.2427,41.4514,41.2086
a,0.193,44.5976,44.4046
space,0.1858,45.2705,45.0846
p,0.2415,46.3244,46.0829
r,0.2414,47.006,46.7645
i,0.2225,47.759,47.5364
n,0.2311,48.5542,48.3231
c,0.1695,48.9031,48.7336
e,0.1778,49.3695,49.1917
s,0.1827,50.5002,50.3175
a,0.1932,51.0439,50.8506
space,0.3418,51.9941,51.6523
u,0.2236,53.7816,53.558
s,0.2378,54.2491,54.0113
a,0.1764,54.81,54.6336
n,0.2292,55.427,55.1979
a,0.3063,55.9269,55.6206
comma,0.184,57.5536,57.3696
space,0.2462,58.3405,58.0943
l,0.1421,58.9853,58.8432
a,0.2681,59.3571,59.089
space,0.2101,59.7753,59.5652
m,0.1847,60.4219,60.2372
a,0.241,60.6583,60.4174
y,0.1803,61.7953,61.615
o,0.2806,62.3795,62.0989
r,0.1061,63.0322,62.9261
space,0.2157,63.547,63.3313
d,0.151,63.8363,63.6852
e,0.196,64.2858,64.0899
space,0.256,64.7478,64.4918
t,0.2032,65.5384,65.3352
o,0.2509,66.6925,66.4416
d,0.2534,67.1401,66.8867
a,0.216,67.7141,67.4981
s,0.3112,68.4333,68.1221
comma,0.162,69.9345,69.7725
space,0.2967,70.6038,70.307
e,0.1471,71.0378,70.8907
s,0.1671,71.511,71.3439
t,0.1386,72.8041,72.6655
a,0.2068,73.5198,73.313
b,0.1822,74.2445,74.0623
a,0.2049,74.5604,74.3555
space,0.2323,75.1076,74.8752
o,0.2531,76.125,75.8719
BackSpace,0.2197,78.5863,78.3666
