Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
c,0.0649,4.2058,4.1409
n,0.0624,5.5777,5.5154
o,0.0708,6.7678,6.697
BackSpace,0.0788,9.9213,9.8425
BackSpace,0.0624,10.0719,10.0095
BackSpace,0.0665,10.2178,10.1513
space,0.064,12.8042,12.7402
c,0.0868,15.4862,15.3994
o,0.0975,15.9919,15.8945
n,0.069,16.8857,16.8168
t,0.0734,22.3343,22.2609
e,0.0813,22.8191,22.7378
s,0.0757,25.1943,25.1186
t,0.0735,26.3352,26.2617
o,0.0858,27.32,27.2342
u,0.0983,32.3623,32.264
n,0.0681,32.8148,32.7467
o,0.0813,33.3975,33.3162
s,0.0744,35.8728,35.7984
space,0.0717,36.379,36.3074
d,0.0768,40.7457,40.6689
e,0.0693,40.9401,40.8708
space,0.0703,41.4698,41.3995
i,0.0798,46.4365,46.3567
o,0.0756,46.6209,46.5453
s,0.0823,48.2227,48.1403
space,0.0794,49.202,49.1226
v,0.0736,53.6711,53.5975
e,0.0782,54.9335,54.8553
c,0.0777,55.9363,55.8587
i,0.0872,56.6733,56.5861
n,0.0831,57.2801,57.197
o,0.1088,57.6461,57.5373
s,0.0655,59.0073,58.9418
space,0.0777,59.4423,59.3646
space,0.0831,63.9805,63.8974
n,0.0799,64.4364,64.3564
space,0.0654,64.7024,64.6371
BackSpace,0.0877,66.9198,66.8321
n,0.0847,67.6379,67.5532
o,0.0931,68.4114,68.3184
space,0.0877,68.8358,68.7481
m,0.0753,70.131,70.0557
e,0.0749,71.7113,71.6364
p,0.0928,76.8811,76.7882
a,0.076,78.5243,78.4483
r,0.0774,79.2721,79.1947
e,0.0732,79.5019,79.4287
c,0.0705,81.613,81.5425
e,0.0677,82.597,82.5293
t,0.0732,88.4313,88.3581
a,0.0888,89.9028,89.814
n,0.0805,91.1108,91.0303
g,0.0867,95.1264,95.0397
r,0.0866,95.7253,95.6387
d,0.069,101.5029,101.4339
e,0.0737,101.7905,101.7168
BackSpace,0.0741,106.5946,106.5205
BackSpace,0.0692,106.7541,106.6849
BackSpace,0.0767,107.0951,107.0184
e,0.0628,109.2545,109.1917
n,0.0786,110.1874,110.1088
d,0.0785,111.0351,110.9566
e,0.0754,111.3383,111.263
space,0.0909,111.778,111.6871
p,0.0915,116.6511,116.5596
o,0.0687,116.8557,116.7871
r,0.0628,117.451,117.3882
q,0.0856,120.8497,120.7641
u,0.0684,122.466,122.3977
e,0.0628,122.8191,122.7563
y,0.0712,127.9201,127.8489
o,0.1116,128.4454,128.3338
space,0.0755,128.8285,128.753
n,0.0716,131.1171,131.0455
o,0.0839,131.7023,131.6184
space,0.0667,132.0615,131.9948
h,0.0679,134.361,134.293
a,0.0808,135.7394,135.6586
c,0.0705,140.7144,140.6438
e,0.0619,142.0274,141.9655
space,0.0833,142.458,142.3747
m,0.0796,144.8215,144.7419
u,0.0622,145.4238,145.3617
c,0.0653,147.0243,146.959
h,0.078,147.5014,147.4234
o,0.0927,148.4354,148.3427
space,0.0962,152.8848,152.7886
v,0.0789,153.531,153.452
i,0.0735,154.1747,154.1012
space,0.1007,154.5885,154.4878
e,0.0751,156.2943,156.2192
n,0.061,157.0395,156.9785
space,0.1001,157.6477,157.5476
u,0.0836,161.1598,161.0762
n,0.07,161.4033,161.3333
space,0.0863,163.1422,163.0559
l,0.0822,164.3659,164.2837
u,0.0675,164.8887,164.8212
s,0.0702,166.6753,166.605
g,0.0696,167.3393,167.2696
space,0.0794,169.1581,169.0788
d,0.0657,174.0411,173.9755
e,0.0675,174.2251,174.1576
space,0.0741,174.702,174.6279
v,0.0887,177.6997,177.6109
i,0.0879,178.9333,178.8455
z,0.0884,180.3654,180.277
c,0.0804,181.6715,181.5911
a,0.1085,182.8035,182.695
y,0.0749,187.2639,187.189
a,0.106,188.2189,188.1129
f,0.085,191.3125,191.2275
a,0.076,192.4132,192.3373
b,0.0725,196.5196,196.4471
r,0.0807,197.3275,197.2469
i,0.0959,198.9908,198.8949
c,0.0745,199.9206,199.8461
a,0.0783,200.2575,200.1792
u,0.0963,205.3832,205.2868
n,0.0705,205.9862,205.9157
a,0.1012,206.5725,206.4713
c,0.0933,210.3332,210.24
l,0.0962,214.1574,214.0612
d,0.07,216.9748,216.9049
e,0.073,217.1872,217.1142
r,0.0782,219.2825,219.2042
space,0.0656,220.4886,220.423
e,0.0833,223.3127,223.2293
n,0.073,224.0482,223.9751
t,0.0655,224.8032,224.7377
r,0.0652,225.0121,224.9469
e,0.0689,225.3378,225.2689
space,0.0781,225.9214,225.8434
d,0.0649,230.2199,230.155
o,0.0872,231.2518,231.1646
c,0.074,232.4172,232.3432
i,0.1052,233.6566,233.5514
e,0.0806,235.0109,234.9303
n,0.0757,235.8162,235.7405
y,0.0569,237.0379,236.981
BackSpace,0.0778,238.0912,238.0134
t,0.0735,238.762,238.6885
o,0.0832,239.4989,239.4156
h,0.07,244.797,244.727
o,0.0834,245.7542,245.6707
n,0.072,246.2003,246.1282
b,0.0831,248.884,248.801
r,0.0828,249.4477,249.3648
e,0.0654,249.6365,249.5712
space,0.0881,251.5605,251.4724
y,0.0802,257.2661,257.1859
space,0.079,257.5893,257.5104
h,0.0922,267.7382,267.646
b,0.0785,270.4525,270.374
i,0.0827,271.2476,271.1649
t,0.0797,276.652,276.5724
n,0.0681,278.5941,278.5261
t,0.0734,279.1196,279.0462
d,0.0752,285.2643,285.1891
i,0.0834,286.0139,285.9305
s,0.0681,287.1556,287.0875
t,0.0811,288.1989,288.1178
c,0.0888,293.048,292.9592
i,0.0762,293.6849,293.6087
d,0.0752,300.9009,300.8257
e,0.0739,301.1215,301.0476
u,0.0656,305.0383,304.9727
n,0.0726,305.7069,305.6343
o,0.0796,306.3072,306.2276
space,0.0739,306.743,306.6691
space,0.0783,309.1494,309.0711
o,0.0875,311.9479,311.8604
t,0.0702,312.4302,312.3599
r,0.075,312.8198,312.7448
o,0.0708,313.537,313.4662
space,0.0851,313.9655,313.8804
q,0.0773,317.4944,317.4171
u,0.0597,318.5215,318.4618
e,0.0608,318.8495,318.7887
space,0.085,319.2476,319.1626
l,0.066,322.0278,321.9618
o,0.0677,322.2242,322.1565
s,0.0808,323.4912,323.4103
space,0.0679,323.9604,323.8924
m,0.0754,328.6,328.5246
s,0.0629,329.4072,329.3443
BackSpace,0.0787,331.064,330.9853
a,0.0857,331.9993,331.9136
r,0.0938,332.8557,332.7619
t,0.0818,333.4543,333.3726
i,0.0736,334.1325,334.0589
l,0.0776,335.3213,335.2437
l,0.0635,335.5086,335.4451
z,0.0682,338.8285,338.7603
o,0.0902,340.1198,340.0296
s,0.078,347.3141,347.2361
space,0.0988,347.8143,347.7154
q,0.0744,350.4178,350.3434
u,0.0679,351.3274,351.2595
e,0.0762,351.6906,351.6145
space,0.0783,352.1123,352.034
d,0.0733,354.2275,354.1542
v,0.0731,356.4436,356.3704
BackSpace,0.0732,361.0252,360.952
BackSpace,0.0653,361.19,361.1247
b,0.0681,362.7102,362.6421
u,0.0732,368.1923,368.1191
n,0.0633,369.4211,369.3578
o,0.1085,369.9002,369.7917
space,0.0773,370.6548,370.5775
n,0.0783,373.0831,373.0048
o,0.0919,373.7231,373.6312
space,0.0738,374.1199,374.0461
l,0.075,377.1091,377.0341
o,0.0654,377.3644,377.299
s,0.0738,378.7891,378.7153
space,0.0707,379.2236,379.1529
o,0.0788,382.782,382.7033
i,0.0651,383.026,382.961
a,0.0501,384.9623,384.9122
Caps_Lock,0.0728,384.9738,384.9011
e,0.0686,391.289,391.2203
l,0.0877,391.796,391.7083
space,0.0858,392.1755,392.0897
BackSpace,0.1139,395.953,395.8391
d,0.0788,396.7721,396.6933
e,0.0656,396.9642,396.8986
space,0.0857,397.4061,397.3205
l,0.0747,401.2373,401.1626
space,0.0775,401.6219,401.5444
l,0.0789,404.9771,404.8982
d,0.0694,406.8768,406.8073
o,0.0835,407.4994,407.4159
space,0.0717,407.818,407.7463
s,0.0704,412.4944,412.424
e,0.0661,412.6866,412.6205
m,0.096,414.6836,414.5876
r,0.0911,416.7565,416.6654
v,0.0706,424.7762,424.7056
i,0.0876,425.7497,425.6621
l,0.0609,426.8027,426.7418
l,0.0605,426.9464,426.8859
o,0.0701,427.2064,427.1363
space,0.1053,431.3233,431.2179
m,0.0812,432.3263,432.245
u,0.0805,433.5505,433.47
c,0.0623,437.3502,437.2879
h,0.0805,438.0097,437.9292
o,0.0835,438.7287,438.6453
space,0.1182,441.2292,441.111
l,0.0933,443.9402,443.8469
BackSpace,0.0708,445.7311,445.6603
e,0.0791,447.03,446.9508
l,0.1012,447.5555,447.4543
space,0.1098,447.9395,447.8296
h,0.0749,450.3459,450.271
i,0.0833,451.0332,450.9499
g,0.0751,451.6389,451.5638
d,0.0753,453.5792,453.5039
o,0.0768,454.6441,454.5674
y,0.0927,461.3433,461.2506
space,0.0831,461.6316,461.5485
p,0.0747,465.5769,465.5022
r,0.0781,466.2795,466.2014
e,0.0859,466.524,466.4381
c,0.0799,467.8034,467.7235
u,0.0681,468.7935,468.7254
n,0.0613,469.5199,469.4587
t,0.0655,470.4186,470.3531
o,0.0605,471.2843,471.2237
y,0.0836,475.419,475.3354
space,0.1006,475.7745,475.6739
p,0.0783,478.3693,478.2911
r,0.078,480.5252,480.4472
q,0.0832,486.7789,486.6957
u,0.0834,487.8237,487.7403
e,0.0783,488.3609,488.2826
q,0.0728,493.37,493.2972
u,0.08,494.7217,494.6418
e,0.065,495.0982,495.0332
r,0.0601,495.4874,495.4274
i,0.0879,496.1681,496.0802
n,0.0602,500.9576,500.8974
space,0.075,501.1692,501.0942
e,0.0755,504.8603,504.7848
s,0.0687,505.1317,505.0631
c,0.0718,511.9724,511.9006
l,0.0902,516.2684,516.1782
d,0.0757,517.2838,517.2081
e,0.0775,517.6897,517.6122
r,0.0799,518.4047,518.3248
p,0.0833,526.3881,526.3048
r,0.0838,528.5138,528.43
space,0.0858,534.5178,534.432
c,0.0732,536.2008,536.1276
o,0.0766,538.1498,538.0732
c,0.0899,539.153,539.0631
e,0.0615,539.5736,539.5121
