Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
space,0.1375,0.3971,0.2596
p,0.3716,1.7298,1.3582
o,0.2441,2.0437,1.7996
s,0.1532,2.1917,2.0385
a,0.131,2.4897,2.3587
d,0.1287,2.7245,2.5959
e,0.1311,3.0556,2.9245
r,0.1585,3.3834,3.225
a,0.1968,3.8057,3.6089
space,0.184,4.0107,3.8266
p,0.3101,4.7805,4.4704
r,0.187,4.8593,4.6723
o,0.3714,5.392,5.0206
m,0.3446,6.9845,6.6399
e,0.1525,6.9937,6.8411
t,0.1479,7.3333,7.1854
i,0.2671,8.2575,7.9904
o,0.2725,8.7401,8.4676
space,0.1208,8.8565,8.7357
c,0.1534,9.2525,9.0991
u,0.1116,9.8868,9.7752
p,0.2548,11.0583,10.8036
l,0.2499,11.7734,11.5236
i,0.1955,12.2535,12.058
r,0.1132,13.1973,13.0841
space,0.1707,13.5099,13.3392
c,0.1352,13.848,13.7128
o,0.2555,14.4029,14.1475
n,0.1126,15.4384,15.3258
space,0.1651,15.787,15.6219
e,0.1959,16.4299,16.234
l,0.2377,16.9046,16.6669
space,0.1666,17.1318,16.9652
e,0.1426,17.5312,17.3887
n,0.1374,18.2217,18.0843
c,0.1456,18.6388,18.4933
a,0.1483,18.9894,18.8411
r,0.0839,19.2456,19.1617
g,0.1168,20.0334,19.9166
i,0.2515,21.6199,21.3684
space,0.1529,21.7964,21.6435
y,0.1122,22.3072,22.195
space,0.1645,22.602,22.4375
d,0.1043,22.8274,22.7231
e,0.0957,23.028,22.9323
s,0.1325,23.3079,23.1754
o,0.2698,24.4148,24.145
u,0.1787,24.9453,24.7667
e,0.1458,25.8009,25.6551
s,0.1422,26.183,26.0409
space,0.1881,26.494,26.3059
d,0.1119,26.6954,26.5834
e,0.1243,26.9733,26.8489
space,0.1768,27.3441,27.1673
c,0.1224,27.6857,27.5633
e,0.153,28.0393,27.8863
b,0.0816,28.7806,28.699
BackSpace,0.1036,29.9102,29.8067
n,0.0973,30.5452,30.4479
a,0.14,31.8373,31.6973
r,0.1112,32.2235,32.1123
Return,0.0986,32.9547,32.8561
Return,0.1635,33.7953,33.6318
space,0.2011,35.0862,34.8851
l,0.1836,35.9322,35.7487
o,0.2508,37.1415,36.8907
s,0.1255,38.1621,38.0367
space,0.156,38.4447,38.2887
t,0.1033,39.592,39.4887
r,0.1232,39.8569,39.7338
e,0.1536,40.1345,39.9809
s,0.1354,40.4655,40.33
space,0.144,40.7408,40.5968
s,0.1583,41.2685,41.1102
e,0.1658,41.5382,41.3725
space,0.1406,41.8362,41.6957
f,0.1031,42.3136,42.2105
u,0.1175,42.9705,42.853
e,0.1485,43.3796,43.2311
r,0.1309,43.6399,43.509
o,0.2768,44.6398,44.3631
n,0.1232,44.7231,44.5999
space,0.1785,45.0969,44.9185
a,0.156,45.9097,45.7537
space,0.1842,46.127,45.9428
d,0.1439,46.4329,46.289
o,0.2876,47.1977,46.9101
r,0.1402,47.2729,47.1327
