Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
e,0.2252,0.745,0.5198
l,0.1104,1.6633,1.5529
space,0.1003,2.0502,1.9498
p,0.1011,4.038,3.9369
r,0.1715,5.3774,5.2059
i,0.101,6.1584,6.0574
m,0.1038,6.9702,6.8664
e,0.1853,8.3329,8.1477
r,0.2375,11.727,11.4895
space,0.1215,12.0845,11.963
d,0.2156,17.0653,16.8497
i,0.122,18.0855,17.9635
a,0.2886,20.9427,20.6541
space,0.0818,21.6759,21.5941
d,0.1429,27.8508,27.7079
e,0.1914,28.2115,28.0201
space,0.1101,28.4644,28.3543
v,0.2318,29.8819,29.65
i,0.1103,30.8028,30.6924
a,0.2415,32.827,32.5855
j,0.1006,33.9228,33.8222
e,0.2281,35.0444,34.8163
space,0.098,35.3858,35.2877
l,0.1008,39.7169,39.6161
l,0.0883,39.8955,39.8073
e,0.1749,41.0043,40.8294
g,0.1812,43.8328,43.6516
a,0.2567,45.9624,45.7057
r,0.274,49.4245,49.1505
o,0.1169,49.6001,49.4832
n,0.1068,50.6987,50.5919
space,0.1083,51.0865,50.9782
a,0.2606,56.3479,56.0873
space,0.0919,56.5512,56.4593
u,0.113,58.5609,58.4479
m,0.0946,58.8446,58.75
BackSpace,0.0925,60.3053,60.2128
n,0.0959,60.7864,60.6905
space,0.0734,61.399,61.3255
p,0.1412,67.723,67.5818
u,0.1692,68.9012,68.732
e,0.1664,69.4772,69.3108
b,0.1936,71.1874,70.9938
l,0.1735,72.0418,71.8683
o,0.1323,72.5349,72.4025
space,0.1359,76.1535,76.0175
a,0.2153,81.4121,81.1969
l,0.1482,82.2135,82.0653
g,0.2142,83.6537,83.4395
u,0.1105,84.3093,84.1988
n,0.1131,85.6723,85.5593
a,0.2041,86.9947,86.7905
s,0.2142,87.8468,87.6326
space,0.1254,88.1585,88.0331
p,0.1381,88.977,88.8389
e,0.1307,90.4962,90.3655
r,0.1709,90.9466,90.7756
o,0.1575,96.0949,95.9374
n,0.127,97.0519,96.9249
a,0.2312,98.6844,98.4532
s,0.1956,99.1414,98.9458
space,0.1098,100.4761,100.3662
s,0.1408,102.3638,102.2229
e,0.1929,102.8144,102.6215
space,0.1154,103.0111,102.8956
e,0.1976,103.7913,103.5937
n,0.1166,104.3846,104.2681
f,0.2008,115.4955,115.2947
a,0.2709,116.6308,116.3599
d,0.1772,117.285,117.1078
r,0.2186,121.2644,121.0457
o,0.1388,121.5712,121.4323
n,0.171,122.2114,122.0404
space,0.1313,124.8386,124.7073
c,0.205,132.8052,132.6003
u,0.152,134.0526,133.9006
a,0.2844,135.5981,135.3137
n,0.1274,136.2179,136.0905
d,0.1877,137.1747,136.987
o,0.1435,137.836,137.6926
space,0.126,138.4936,138.3677
v,0.2172,142.8393,142.6221
i,0.166,143.3351,143.169
e,0.1617,144.3275,144.1658
r,0.1712,144.8669,144.6957
o,0.1355,145.3577,145.2221
n,0.1391,145.8568,145.7177
space,0.1176,146.5383,146.4207
a,0.2569,147.579,147.3222
l,0.167,148.4386,148.2716
space,0.1491,148.8414,148.6923
v,0.2314,150.4939,150.2625
i,0.1757,151.14,150.9643
e,0.2146,152.1708,151.9562
j,0.1357,152.8461,152.7104
o,0.1592,153.627,153.4678
space,0.1255,154.0263,153.9008
o,0.1477,159.4639,159.3161
b,0.1551,160.9148,160.7597
r,0.1655,162.1918,162.0263
e,0.1957,164.1275,163.9318
space,0.1229,164.4684,164.3455
e,0.2086,165.1891,164.9805
l,0.1659,165.7169,165.5511
space,0.1403,166.4625,166.3222
b,0.1386,167.9659,167.8274
u,0.139,169.025,168.8859
r,0.1398,170.277,170.1372
r,0.1602,170.5758,170.4157
o,0.1183,170.906,170.7877
space,0.1343,172.8022,172.6679
y,0.1296,176.9588,176.8292
space,0.1336,177.3414,177.2078
a,0.2784,180.2184,179.9399
l,0.1715,181.3664,181.1949
space,0.1264,181.9203,181.7938
n,0.1241,183.1227,182.9987
i,0.1169,183.7895,183.6725
ntilde,0.1789,189.5566,189.3776
o,0.1353,190.057,189.9217
space,0.1305,190.4383,190.3078
c,0.1616,192.0771,191.9155
s,0.1957,192.6543,192.4586
BackSpace,0.1217,195.1512,195.0295
a,0.2509,196.3008,196.0499
m,0.0995,196.8315,196.732
i,0.1379,197.2651,197.1272
n,0.1252,197.7513,197.6261
a,0.2326,199.1675,198.9349
n,0.1222,199.8775,199.7553
d,0.212,201.4472,201.2352
o,0.1336,202.03,201.8964
space,0.1217,207.1382,207.0165
d,0.1516,208.4736,208.3219
e,0.2013,208.929,208.7277
c,0.2649,210.2112,209.9463
i,0.131,210.4881,210.3571
a,0.2793,213.1418,212.8625
n,0.1788,213.5174,213.3386
Return,0.1567,217.995,217.8383
p,0.1584,222.366,222.2076
a,0.2963,223.999,223.7028
r,0.1908,227.1714,226.9806
e,0.2586,227.6696,227.4111
c,0.2049,230.3876,230.1827
e,0.2444,230.9002,230.6558
space,0.1174,231.2599,231.1425
m,0.1531,231.7109,231.5578
e,0.2036,232.4864,232.2828
n,0.1404,232.9239,232.7835
t,0.1364,234.4005,234.2641
i,0.1399,235.3068,235.1669
r,0.1425,236.4574,236.3149
a,0.3009,238.3894,238.0885
space,0.1298,239.3984,239.2686
q,0.2419,244.7864,244.5445
u,0.1209,245.4032,245.2824
e,0.2039,246.4231,246.2191
space,0.1306,246.6824,246.5518
v,0.123,247.0751,246.9521
i,0.1358,248.128,247.9922
e,0.1837,248.9436,248.7599
j,0.1379,249.6764,249.5385
o,0.1305,251.502,251.3714
space,0.1333,251.9001,251.7668
t,0.1179,252.8137,252.6959
a,0.2501,254.3729,254.1227
n,0.1356,254.6065,254.4709
space,0.1171,254.9675,254.8504
e,0.2575,256.5738,256.3163
g,0.1355,258.0007,257.8652
o,0.1093,258.676,258.5667
i,0.1048,259.911,259.8063
s,0.217,262.4099,262.193
t,0.1487,263.2587,263.11
space,0.1254,269.0116,268.8862
v,0.0683,271.4808,271.4124
a,0.2011,273.2044,273.0033
space,0.1071,273.4989,273.3917
m,0.1517,274.2683,274.1166
o,0.125,274.9063,274.7814
n,0.1233,275.6772,275.5539
t,0.2058,280.0934,279.8876
a,0.2961,283.205,282.9088
d,0.1913,286.163,285.9717
o,0.1736,287.7777,287.6041
space,0.1072,296.4457,296.3384
e,0.2381,298.1404,297.9023
n,0.1297,298.4988,298.3691
space,0.1099,298.7458,298.6359
e,0.2036,299.546,299.3424
l,0.1452,300.737,300.5919
space,0.1044,301.0559,300.9514
b,0.1178,304.791,304.6732
u,0.1226,305.3195,305.1969
r,0.0916,306.3637,306.2721
r,0.2313,306.757,306.5258
o,0.1489,307.2085,307.0595
space,0.142,309.3763,309.2343
y,0.1271,310.6606,310.5335
space,0.1002,310.9804,310.8802
a,0.2746,312.7158,312.4412
l,0.1572,316.0177,315.8605
space,0.1256,316.3729,316.2473
n,0.0901,316.7479,316.6578
i,0.1189,317.3616,317.2427
ntilde,0.1223,321.1562,321.0339
o,0.1209,321.653,321.5321
space,0.1406,322.0732,321.9326
BackSpace,0.1103,336.7352,336.6249
