Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
s,0.1196,6.503,6.3834
e,0.1249,6.7882,6.6633
space,0.1114,7.3861,7.2747
c,0.1548,7.8226,7.6678
u,0.0812,8.1205,8.0393
e,0.1299,8.542,8.4121
n,0.0718,8.8299,8.7581
t,0.0947,9.2718,9.1771
a,0.1344,9.5353,9.4009
space,0.0873,10.6145,10.5272
q,0.1298,11.928,11.7982
u,0.0691,12.2268,12.1577
e,0.1126,12.5673,12.4547
space,0.0853,12.7257,12.6404
h,0.0736,13.2383,13.1647
a,0.1173,13.5151,13.3978
b,0.1397,14.6164,14.4767
i,0.064,14.7825,14.7185
a,0.1127,15.1009,14.9882
space,0.0726,15.2692,15.1966
l,0.0691,15.6819,15.6128
l,0.0861,15.8405,15.7545
e,0.117,16.1024,15.9854
g,0.0969,16.6417,16.5448
a,0.1159,17.0219,16.906
d,0.117,17.335,17.218
o,0.0891,17.5947,17.5056
space,0.0914,17.8746,17.7832
a,0.1302,18.1625,18.0323
space,0.0812,18.337,18.2557
o,0.0712,18.8465,18.7753
i,0.0892,19.4855,19.3963
d,0.1302,20.0133,19.8831
o,0.0592,20.2154,20.1562
s,0.1367,20.6315,20.4948
space,0.0809,20.7902,20.7093
d,0.0896,21.0396,20.9499
e,0.1127,21.292,21.1793
l,0.0608,21.7144,21.6535
space,0.0684,21.954,21.8856
s,0.1041,22.2725,22.1683
e,0.1114,22.5193,22.408
ntilde,0.0766,23.7415,23.6649
o,0.0827,24.056,23.9732
r,0.1405,24.8613,24.7208
space,0.0746,25.0412,24.9666
o,0.0671,25.4658,25.3986
b,0.1289,26.4457,26.3168
i,0.0722,26.6811,26.609
s,0.1104,27.0726,26.9622
p,0.0685,27.3957,27.3272
o,0.0763,27.6106,27.5343
space,0.1426,28.9743,28.8317
d,0.0781,29.4834,29.4053
e,0.0941,29.7159,29.6218
space,0.0726,29.9428,29.8703
a,0.1344,30.334,30.1996
q,0.1467,30.7613,30.6146
u,0.0858,31.2283,31.1425
e,0.1347,31.581,31.4463
l,0.077,32.3721,32.2951
l,0.0819,32.5479,32.466
