Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
E,0.0843,0.7442,0.6599
l,0.0695,1.6439,1.5744
space,0.0467,2.5643,2.5176
p,0.0689,4.6824,4.6135
r,0.1526,5.2996,5.147
i,0.0695,6.3369,6.2673
m,0.0916,7.0546,6.9629
e,0.1083,8.0662,7.9579
r,0.1296,8.3665,8.2368
space,0.0914,9.1912,9.0998
d,0.1458,10.8752,10.7294
i,0.0999,11.2017,11.1018
a,0.1352,11.575,11.4398
space,0.0763,12.7971,12.7207
d,0.0991,13.4738,13.3747
e,0.1526,13.7414,13.5887
space,0.1083,13.9832,13.875
v,0.1328,16.9203,16.7875
i,0.1012,17.4123,17.311
a,0.1538,17.8927,17.739
j,0.0908,19.3337,19.2429
space,0.0794,21.2826,21.2032
l,0.0699,22.8224,22.7526
l,0.0622,23.1083,23.0461
e,0.1421,24.126,23.9839
g,0.1055,24.8909,24.7854
a,0.1786,25.2587,25.08
r,0.1455,25.9701,25.8246
o,0.0731,26.2513,26.1782
n,0.0761,26.6439,26.5677
space,0.1024,26.9385,26.836
a,0.1327,27.914,27.7813
space,0.0748,28.2939,28.2191
u,0.0781,31.7271,31.649
n,0.0895,32.1764,32.0868
space,0.109,32.4499,32.3409
p,0.0819,33.7267,33.6448
u,0.1121,34.908,34.7958
e,0.1433,35.7087,35.5654
b,0.1638,40.1925,40.0287
l,0.0754,40.6553,40.5799
o,0.0963,40.9419,40.8456
period,0.0782,42.9793,42.9011
space,0.0959,43.556,43.4602
E,0.083,46.1865,46.1035
n,0.0777,47.595,47.5172
space,0.0904,48.9703,48.8799
e,0.0961,49.7666,49.6705
s,0.123,50.0879,49.9649
e,0.1512,50.4161,50.2649
space,0.0749,51.5766,51.5017
m,0.0683,52.5025,52.4342
o,0.0741,52.8147,52.7406
m,0.0793,54.6175,54.5382
e,0.119,55.3646,55.2456
n,0.0852,55.6534,55.5682
t,0.1524,56.2022,56.0498
space,0.0587,57.5844,57.5257
e,0.1247,58.1076,57.9829
l,0.0819,58.3758,58.2939
space,0.0993,58.9698,58.8705
a,0.1142,61.3254,61.2113
b,0.0814,61.9878,61.9064
u,0.0914,62.4817,62.3903
e,0.1303,62.9439,62.8136
l,0.082,63.4722,63.3902
o,0.1091,63.7729,63.6637
space,0.0801,64.9078,64.8277
i,0.087,66.2261,66.1391
b,0.1082,67.1803,67.0721
a,0.121,67.8374,67.7164
space,0.0747,68.9678,68.8931
s,0.0859,69.795,69.7092
e,0.1496,70.079,69.9294
n,0.0833,70.4845,70.4012
t,0.1145,70.8959,70.7814
a,0.1149,71.4676,71.3527
