Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
q,0.1892,2.4189,2.2297
u,0.1641,2.7386,2.5745
space,0.1994,4.2622,4.0628
n,0.1016,7.9611,7.8595
o,0.122,8.4681,8.346
space,0.139,8.9795,8.8405
s,0.147,9.453,9.306
e,0.2011,9.9828,9.7817
space,0.0758,10.4362,10.3605
f,0.1902,12.5798,12.3897
i,0.1341,12.9471,12.813
a,0.1766,13.5604,13.3838
b,0.0912,13.9841,13.8929
a,0.2218,14.5648,14.3429
n,0.1295,14.9567,14.8272
space,0.1171,15.3831,15.266
u,0.1057,15.9804,15.8747
n,0.077,16.3273,16.2503
o,0.0969,17.0877,16.9908
s,0.2141,17.9879,17.7738
space,0.1101,18.4732,18.3631
d,0.1355,18.7849,18.6493
e,0.1697,19.2168,19.047
space,0.1038,19.5036,19.3998
l,0.1234,19.9314,19.808
o,0.1405,20.3113,20.1707
s,0.1393,20.6572,20.5179
space,0.1209,21.2328,21.1119
o,0.1359,21.9964,21.8606
t,0.1342,23.2907,23.1565
r,0.1935,24.021,23.8275
o,0.0775,24.527,24.4495
s,0.1834,25.6267,25.4434
comma,0.178,26.8782,26.7002
space,0.2392,30.9529,30.7138
d,0.1381,37.0716,36.9335
e,0.1584,37.4273,37.2689
c,0.1741,37.8677,37.6936
i,0.1349,38.3355,38.2006
d,0.2007,38.8595,38.6588
i,0.1402,39.1767,39.0365
e,0.1964,39.6285,39.4321
r,0.2102,40.2318,40.0216
o,0.1575,40.5422,40.3848
n,0.1527,41.5638,41.4111
space,0.0831,42.0556,41.9725
d,0.1709,42.9991,42.8282
e,0.1588,43.4002,43.2415
j,0.1162,44.0249,43.9087
a,0.1702,44.5401,44.3699
r,0.1259,45.4421,45.3163
l,0.1004,47.4165,47.3161
e,0.1751,48.2592,48.0842
space,0.1479,49.0357,48.8878
t,0.1835,49.7715,49.588
o,0.1342,50.0161,49.8819
d,0.1687,50.6068,50.438
o,0.1576,50.9467,50.7891
space,0.1129,51.6844,51.5715
e,0.2006,52.1168,51.9162
l,0.1176,52.3769,52.2593
space,0.1315,53.1719,53.0405
i,0.1244,56.2135,56.0891
n,0.1316,57.1198,56.9882
e,0.1911,57.5328,57.3417
r,0.1904,58.0395,57.8491
o,0.1438,58.9996,58.8558
space,0.1757,63.4133,63.2376
q,0.1734,65.4607,65.2873
u,0.1517,65.8969,65.7451
e,0.18,66.3384,66.1585
space,0.1208,66.8534,66.7325
l,0.1003,67.3922,67.2919
l,0.1092,67.6379,67.5287
e,0.1556,68.3914,68.2358
v,0.1204,69.2326,69.1122
a,0.2012,69.8066,69.6054
b,0.1609,71.3096,71.1486
a,0.214,71.8534,71.6394
n,0.1929,72.8576,72.6646
a,0.1575,77.7823,77.6248
space,0.118,78.2395,78.1215
l,0.1306,78.7227,78.5921
a,0.2313,79.0696,78.8383
space,0.1446,79.4295,79.2848
p,0.1225,79.9783,79.8558
o,0.1309,80.3714,80.2405
s,0.1261,81.0092,80.8831
a,0.1912,81.4435,81.2523
d,0.1307,81.9471,81.8163
e,0.1356,82.3348,82.1993
r,0.0955,82.6654,82.57
a,0.1739,83.728,83.5541
comma,0.1349,88.0101,87.8752
space,0.1399,88.7356,88.5957
c,0.1971,89.5906,89.3935
o,0.1133,89.8763,89.763
n,0.1099,90.3567,90.2468
space,0.1257,90.7578,90.632
l,0.1404,91.329,91.1886
a,0.153,92.1209,91.9679
space,0.1179,92.6055,92.4876
c,0.1884,93.1114,92.923
o,0.1261,93.404,93.2779
n,0.1448,93.8513,93.7065
d,0.1837,94.7096,94.5259
i,0.148,95.0025,94.8545
c,0.2308,95.5731,95.3423
i,0.1405,95.9317,95.7912
[65105],0.1566,96.9924,96.8358
o,0.1071,97.5575,97.4504
n,0.1095,98.1018,97.9923
space,0.1273,98.9681,98.8409
d,0.1338,106.1253,105.9914
e,0.1787,106.5154,106.3366
space,0.151,107.1634,107.0124
q,0.2489,108.0772,107.8283
u,0.1791,108.6764,108.4972
e,0.1969,108.9958,108.7989
space,0.1134,109.5374,109.424
n,0.1006,109.9472,109.8467
o,0.125,110.4235,110.2984
space,0.1261,110.993,110.8669
d,0.1352,111.7599,111.6247
e,0.1489,112.1709,112.022
b,0.1178,113.0548,112.937
[65105],0.1349,114.467,114.3322
i,0.1314,115.1482,115.0167
a,0.1438,116.4395,116.2957
space,0.1481,117.1779,117.0298
e,0.1841,118.1899,118.0058
n,0.1176,118.7134,118.5957
t,0.1885,119.4548,119.2663
r,0.1657,119.7919,119.6262
e,0.2059,120.2852,120.0793
g,0.1557,122.2062,122.0505
a,0.201,122.6289,122.4279
r,0.188,123.8682,123.6802
s,0.1076,124.6441,124.5365
e,0.1782,125.0971,124.9188
l,0.1177,126.0542,125.9365
o,0.1532,126.5105,126.3573
space,0.1354,131.0034,130.8679
a,0.179,131.643,131.464
space,0.1178,132.1142,131.9963
n,0.1275,132.6245,132.497
i,0.1098,133.0248,132.915
n,0.1273,133.4328,133.3055
g,0.1378,134.7874,134.6496
u,0.1512,135.0857,134.9345
n,0.1176,135.5895,135.4719
o,0.12,136.5158,136.3958
space,0.149,137.1537,137.0047
p,0.1001,137.5914,137.4913
o,0.1131,137.8961,137.7831
r,0.1209,138.4582,138.3373
space,0.1003,138.8734,138.7731
s,0.1403,139.3117,139.1714
e,0.131,139.7121,139.5811
p,0.1359,140.2862,140.1503
a,0.2185,140.8719,140.6534
r,0.1105,141.624,141.5135
a,0.146,142.2703,142.1243
d,0.1692,142.9104,142.7412
o,0.1282,143.5898,143.4615
comma,0.1394,147.9931,147.8537
space,0.1206,148.5794,148.4588
s,0.1631,150.3915,150.2283
i,0.1745,150.7728,150.5982
n,0.1068,151.181,151.0742
o,0.1622,153.2322,153.07
space,0.0923,157.8663,157.774
c,0.1843,158.5694,158.3852
u,0.1177,159.1524,159.0347
a,0.1832,160.1824,159.9993
n,0.1105,160.4297,160.3192
d,0.1582,161.4469,161.2887
o,0.1654,162.0786,161.9132
space,0.1301,162.9926,162.8625
f,0.1889,163.5752,163.3863
u,0.148,164.1166,163.9686
e,0.1483,164.6878,164.5396
r,0.1206,165.0605,164.9399
a,0.179,166.1437,165.9647
n,0.1306,170.7266,170.596
space,0.1172,171.1108,170.9936
t,0.1685,171.8925,171.724
o,0.1449,172.1583,172.0133
d,0.1535,172.8088,172.6552
o,0.1378,173.0907,172.9529
s,0.1785,173.9925,173.814
space,0.1533,174.5241,174.3708
j,0.1274,175.1551,175.0277
u,0.1077,176.7774,176.6696
n,0.1412,177.2038,177.0626
t,0.1873,177.9062,177.7189
o,0.1494,178.342,178.1926
s,0.1836,179.611,179.4273
space,0.1278,182.8592,182.7314
a,0.1275,183.52,183.3925
space,0.1277,184.088,183.9603
p,0.1566,184.776,184.6194
e,0.1764,184.9292,184.7528
d,0.1759,185.4905,185.3146
i,0.1517,186.0203,185.8685
r,0.1176,186.7348,186.6173
s,0.0998,187.2004,187.1006
e,0.1558,187.6439,187.4881
l,0.134,188.1276,187.9936
o,0.1357,188.5529,188.4172
period,0.1258,189.9031,189.7773
space,0.2407,190.9659,190.7252
Return,0.1884,193.6452,193.4568
Return,0.161,194.1039,193.943
L,0.1087,195.6233,195.5146
a,0.2094,196.3734,196.164
