Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
l,0.2526,0.2869,0.0344
space,0.1834,0.3578,0.1743
e,0.1103,0.4769,0.3667
n,0.0718,0.6482,0.5764
f,0.165,1.0611,0.8961
a,0.1467,1.1533,1.0065
d,0.145,1.4271,1.2821
o,0.2115,1.6796,1.4681
space,0.1656,1.8658,1.7002
l,0.0781,2.9781,2.9
e,0.1145,3.1411,3.0265
space,0.1015,3.302,3.2005
e,0.0733,3.4084,3.3351
m,0.0777,3.5271,3.4493
p,0.0785,3.7868,3.7083
e,0.0778,3.9369,3.8591
z,0.1026,4.2337,4.1311
[65105],0.0751,4.4722,4.3971
o,0.1748,4.8853,4.7105
space,0.1537,4.9508,4.7971
a,0.1086,5.1071,4.9985
space,0.1081,5.2768,5.1686
d,0.0859,6.0332,5.9473
o,0.2293,6.3671,6.1378
l,0.1362,6.4024,6.2662
e,0.1343,6.5684,6.4341
r,0.139,6.6426,6.5035
space,0.1214,6.8024,6.681
u,0.1428,7.0315,6.8888
n,0.1402,7.1172,6.977
a,0.1106,7.249,7.1383
space,0.1458,7.3809,7.2351
m,0.1083,7.5334,7.4251
u,0.0862,7.7817,7.6956
e,0.0862,7.9422,7.856
l,0.0832,8.107,8.0238
a,0.1316,8.35,8.2184
space,0.1706,8.7413,8.5708
y,0.1618,9.221,9.0592
space,0.1748,9.3175,9.1427
c,0.096,9.5162,9.4202
o,0.2142,9.7455,9.5313
n,0.2381,9.8908,9.6527
space,0.2113,9.9957,9.7844
e,0.1312,10.1544,10.0232
l,0.1932,10.356,10.1628
space,0.1557,10.3993,10.2436
d,0.0911,10.5422,10.451
o,0.1876,10.7851,10.5975
l,0.1782,10.9125,10.7343
o,0.1881,11.066,10.8779
r,0.1486,11.2493,11.1008
space,0.1797,11.5744,11.3947
y,0.175,12.4634,12.2884
space,0.1641,12.5591,12.395
e,0.1175,12.7691,12.6516
l,0.1708,12.984,12.8132
space,0.1269,13.024,12.8971
h,0.0595,13.2469,13.1874
a,0.1074,13.4308,13.3234
m,0.0797,13.5321,13.4523
b,0.1004,13.9019,13.8015
r,0.1795,14.1632,13.9837
e,0.1778,14.2762,14.0983
space,0.195,14.6539,14.4589
q,0.1498,15.2177,15.0679
u,0.0875,15.3168,15.2293
e,0.0866,15.4652,15.3786
space,0.13,15.6146,15.4846
t,0.1543,15.8237,15.6694
e,0.1369,15.9,15.763
n,0.0719,15.9665,15.8946
[65105],0.0964,16.4204,16.3239
i,0.0905,16.7613,16.6709
a,0.14,17.0213,16.8813
space,0.1489,17.631,17.4821
n,0.2606,18.1469,17.8863
o,0.1942,18.2219,18.0277
space,0.1702,18.3063,18.1361
s,0.159,18.5047,18.3457
a,0.1598,18.5945,18.4348
b,0.0679,18.6469,18.579
[65105],0.1012,19.2076,19.1064
i,0.0718,19.5383,19.4665
a,0.0891,19.6794,19.5902
space,0.1531,19.8569,19.7038
q,0.1199,20.0086,19.8887
u,0.0649,20.1333,20.0683
[65105],0.0853,20.5803,20.495
e,0.1042,20.745,20.6407
space,0.0972,20.9223,20.8251
h,0.0768,21.1325,21.0557
a,0.1279,21.2782,21.1503
c,0.1413,21.4676,21.3263
e,0.143,21.5807,21.4378
r,0.1589,21.7918,21.6329
comma,0.1882,23.0479,22.8597
space,0.1305,23.0968,22.9662
p,0.1887,23.4023,23.2135
o,0.1447,23.4418,23.2971
r,0.0925,23.5818,23.4892
q,0.1214,23.7969,23.6755
u,0.0906,23.911,23.8204
e,0.1022,24.0691,23.9669
space,0.1143,24.1948,24.0805
p,0.0797,24.5455,24.4658
e,0.1123,24.7273,24.615
n,0.0757,24.9279,24.8522
s,0.1213,25.1556,25.0344
a,0.1407,25.2526,25.112
b,0.0973,25.4704,25.3732
a,0.1488,25.6985,25.5498
Shift_R,0.2352,27.2223,26.9871
space,0.1309,27.6042,27.4732
quotedbl,0.0702,28.0864,28.0162
i,0.1983,29.6886,29.4903
space,0.1853,29.7516,29.5663
m,0.0862,29.9892,29.903
e,0.0829,30.0852,30.0022
space,0.0922,30.2592,30.167
s,0.1312,30.4116,30.2804
a,0.1308,30.4818,30.351
c,0.0934,30.6945,30.6012
o,0.2193,31.0133,30.794
space,0.1842,31.084,30.8998
l,0.0747,31.8101,31.7354
a,0.0969,31.9609,31.864
space,0.1013,32.1017,32.0004
m,0.0369,32.2279,32.191
u,0.0646,32.6869,32.6223
e,0.0805,32.9128,32.8323
l,0.0949,33.088,32.9931
a,0.1134,33.2753,33.1619
space,0.1346,33.7061,33.5715
y,0.1384,34.369,34.2306
space,0.1251,34.4297,34.3046
p,0.0853,34.8771,34.7919
a,0.1375,35.0807,34.9432
g,0.1002,35.2326,35.1325
o,0.2045,35.5436,35.3391
space,0.1648,35.6704,35.5056
c,0.0791,36.523,36.444
o,0.2304,36.8718,36.6414
n,0.1801,36.9873,36.8072
space,0.1518,37.0606,36.9088
e,0.158,37.2457,37.0877
s,0.1302,37.3161,37.186
t,0.0726,37.3773,37.3047
e,0.0814,37.5151,37.4337
space,0.1129,37.6838,37.5709
m,0.0821,37.9431,37.861
e,0.1364,38.1204,37.984
d,0.1614,38.2162,38.0547
i,0.2423,38.4545,38.2122
o,0.2244,38.5597,38.3353
space,0.2145,38.6567,38.4422
r,0.1498,38.8698,38.72
e,0.1566,38.9656,38.809
a,0.1314,39.1829,39.0515
l,0.1326,39.3743,39.2417
comma,0.2318,41.2781,41.0464
space,0.1533,41.3042,41.1508
