Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
u,0.057,7.9523,7.8953
n,0.0549,8.2122,8.1572
space,0.063,8.437,8.374
m,0.0527,9.0784,9.0257
o,0.0605,9.3512,9.2908
n,0.0723,9.7166,9.6444
e,0.0757,10.0677,9.9921
d,0.0697,10.6545,10.5848
a,0.0875,10.9107,10.8232
space,0.0638,11.9061,11.8423
d,0.0562,15.3126,15.2563
e,0.055,15.5214,15.4664
space,0.0506,15.8552,15.8047
u,0.0587,16.6631,16.6044
v,0.0634,17.1505,17.0871
space,0.0608,18.3818,18.321
y,0.0608,19.6366,19.5758
space,0.0685,20.2858,20.2173
o,0.0562,21.0681,21.0119
t,0.0637,21.4848,21.4211
r,0.0583,21.7241,21.6658
a,0.0825,22.1737,22.0912
space,0.0716,22.9665,22.8948
d,0.0595,23.9023,23.8428
e,0.0649,24.1563,24.0914
space,0.0749,25.083,25.0081
y,0.0744,27.0503,26.9759
Return,0.0736,28.7705,28.6969
l,0.0565,31.5723,31.5159
space,0.0495,31.8377,31.7883
p,0.0644,32.2462,32.1819
o,0.0571,32.8141,32.7571
b,0.0553,33.6632,33.6078
r,0.0607,33.9802,33.9196
e,0.0531,34.1783,34.1252
space,0.0568,34.5719,34.5152
m,0.0619,34.9,34.8381
o,0.0554,35.181,35.1256
z,0.0699,35.8448,35.7748
o,0.0645,36.3822,36.3177
space,0.0614,37.3099,37.2485
c,0.0611,39.9466,39.8855
o,0.0603,40.585,40.5247
m,0.0605,40.9056,40.8451
p,0.0602,41.3415,41.2814
r,0.0607,41.8475,41.7867
o,0.0639,42.3497,42.2857
space,0.0551,43.1743,43.1191
l,0.0644,44.1086,44.0442
a,0.0862,44.378,44.2917
s,0.0717,44.6142,44.5426
space,0.073,44.8861,44.8132
u,0.0589,45.8738,45.8148
v,0.0641,46.401,46.337
a,0.0897,46.5974,46.5077
s,0.0649,46.8152,46.7503
space,0.0712,47.9324,47.8612
p,0.0606,51.3431,51.2825
e,0.0568,51.8152,51.7584
r,0.0561,52.0045,51.9485
o,0.0893,52.5041,52.4148
space,0.0593,53.335,53.2757
c,0.0763,54.2503,54.174
a,0.086,54.4446,54.3586
d,0.0824,54.6696,54.5872
space,0.0591,55.5894,55.5303
v,0.0608,56.3487,56.2879
e,0.056,56.707,56.6509
z,0.0684,57.2901,57.2217
u,0.0722,59.4921,59.4199
e,0.0644,59.8805,59.8161
space,0.0584,60.1982,60.1397
p,0.0593,60.6247,60.5654
e,0.0669,60.9582,60.8913
d,0.064,61.284,61.22
i,0.0683,61.6263,61.558
a,0.0739,62.6139,62.54
space,0.0821,63.1089,63.0269
u,0.0588,64.4209,64.3621
n,0.0536,64.7343,64.6807
a,0.0596,66.5913,66.5317
space,0.0735,67.7044,67.631
m,0.0729,71.1842,71.1114
o,0.0458,71.5105,71.4647
n,0.0526,72.0121,71.9594
e,0.0799,72.3274,72.2475
d,0.0603,72.6581,72.5978
a,0.0744,72.8668,72.7923
space,0.0622,73.0315,72.9693
