Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
l,0.1494,1.8375,1.6881
space,0.1281,2.02,1.8919
p,0.1263,2.1118,1.9855
r,0.107,2.2574,2.1503
i,0.0658,2.3412,2.2754
m,0.1219,2.536,2.4141
e,0.1597,2.7176,2.558
r,0.1307,2.7963,2.6657
space,0.0833,2.9624,2.879
d,0.0781,3.0864,3.0083
[65105],0.0975,3.2328,3.1353
i,0.1049,3.3996,3.2947
a,0.1096,3.5214,3.4118
space,0.0645,3.6049,3.5404
d,0.0776,3.7295,3.6519
e,0.0878,3.9155,3.8277
space,0.0928,4.0706,3.9778
v,0.0611,4.4227,4.3616
i,0.0923,4.5698,4.4775
a,0.0858,4.6957,4.6099
j,0.0881,4.8108,4.7227
e,0.0965,4.9427,4.8462
space,0.0695,5.1236,5.0541
l,0.0763,5.7217,5.6454
l,0.0733,5.8835,5.8103
e,0.1049,5.9749,5.87
g,0.1226,6.2085,6.0859
a,0.1251,6.3202,6.1952
r,0.0922,6.4025,6.3103
o,0.1243,6.6402,6.5158
n,0.1326,6.7684,6.6358
space,0.1003,6.8454,6.7452
a,0.101,6.9774,6.8764
space,0.0867,7.1444,7.0577
u,0.0991,7.2958,7.1967
n,0.1305,7.5481,7.4176
space,0.126,7.6398,7.5138
p,0.1415,7.8045,7.6631
u,0.1131,7.9134,7.8003
e,0.0782,8.0174,7.9392
b,0.1138,8.2359,8.1221
o,0.0504,8.5515,8.5011
BackSpace,0.0698,9.0187,8.9489
l,0.0939,9.3253,9.2314
o,0.0677,9.5127,9.4449
period,0.1041,9.8106,9.7065
space,0.0638,9.9374,9.8736
Shift_R,0.1508,10.3262,10.1755
n,0.1232,10.6432,10.52
space,0.0936,10.7502,10.6566
e,0.1222,11.28,11.1578
s,0.0884,11.3859,11.2975
e,0.0831,11.5178,11.4347
space,0.1015,11.6912,11.5896
m,0.1446,11.874,11.7294
o,0.1061,12.0015,11.8954
m,0.1136,12.1845,12.071
e,0.0978,12.4124,12.3145
n,0.1016,12.5507,12.4491
t,0.0895,12.6887,12.5991
o,0.1255,12.8651,12.7396
space,0.0815,12.9623,12.8807
e,0.0908,13.1609,13.07
l,0.1374,13.3088,13.1714
space,0.0868,13.391,13.3042
a,0.1018,13.7258,13.624
b,0.1018,13.9784,13.8766
u,0.1012,14.1764,14.0752
e,0.0764,14.3102,14.2338
l,0.0844,14.4156,14.3312
o,0.1276,14.6364,14.5088
space,0.1237,14.7557,14.6321
i,0.1145,14.8569,14.7423
b,0.1069,15.0432,14.9363
a,0.1141,15.1798,15.0658
space,0.0713,15.2923,15.2211
s,0.0669,15.3917,15.3248
e,0.1106,15.5563,15.4457
n,0.0834,15.6902,15.6068
t,0.1099,15.7959,15.686
a,0.1,15.882,15.782
d,0.0793,15.9935,15.9142
o,0.1107,16.1623,16.0515
space,0.0777,16.2822,16.2045
s,0.1055,16.5313,16.4258
o,0.0779,16.6408,16.5629
b,0.0798,16.7566,16.6768
r,0.1352,17.0076,16.8725
e,0.0827,17.0613,16.9786
space,0.0868,17.1929,17.1061
e,0.0598,17.3218,17.262
l,0.1052,17.4894,17.3842
space,0.0827,17.5994,17.5167
b,0.1041,17.7363,17.6322
u,0.0791,17.835,17.7559
r,0.078,17.976,17.898
r,0.0643,18.1333,18.0689
o,0.1132,18.3285,18.2153
space,0.118,18.4791,18.3611
y,0.1224,18.8109,18.6885
space,0.1183,18.937,18.8187
e,0.0828,19.0793,18.9966
l,0.0877,19.216,19.1283
space,0.0962,19.3202,19.224
n,0.1194,19.4704,19.3511
i,0.1013,19.5819,19.4806
e,0.0965,19.6993,19.6028
t,0.0967,19.8544,19.7576
o,0.104,20.0321,19.9281
space,0.1188,20.185,20.0662
i,0.0926,20.3467,20.254
b,0.1366,20.5838,20.4472
a,0.1112,20.7026,20.5914
space,0.0784,20.8357,20.7573
c,0.1065,20.9553,20.8487
a,0.1287,21.1189,20.9902
m,0.1226,21.273,21.1504
i,0.0733,21.3807,21.3074
n,0.1106,21.5462,21.4356
i,0.0702,21.6832,21.613
a,0.1008,21.8309,21.7301
BackSpace,0.0872,22.2391,22.1519
BackSpace,0.0424,22.3811,22.3386
a,0.0876,24.1976,24.11
n,0.0763,24.3331,24.2568
d,0.0842,24.4704,24.3863
o,0.1061,24.63,24.5239
space,0.105,24.7533,24.6482
a,0.1105,25.4831,25.3726
l,0.1191,25.6633,25.5442
space,0.0698,25.7776,25.7078
l,0.1054,26.0155,25.9101
a,0.1063,26.1177,26.0114
d,0.0744,26.2226,26.1482
o,0.0839,26.352,26.2681
period,0.1197,26.6274,26.5077
space,0.0967,26.7596,26.6629
l,0.1152,27.7589,27.6438
space,0.1263,27.9388,27.8125
p,0.1017,28.0204,27.9186
a,0.1191,28.1242,28.0051
s,0.1424,28.2495,28.1071
a,0.1758,28.4464,28.2707
r,0.1512,28.5715,28.4203
space,0.1017,28.7659,28.6642
o,0.1449,29.3049,29.1599
r,0.0942,29.3724,29.2782
space,0.1137,29.5122,29.3985
l,0.1179,29.6185,29.5006
a,0.1276,29.7414,29.6138
space,0.0558,29.8078,29.752
c,0.0795,30.0292,29.9497
a,0.1071,30.1662,30.0591
l,0.0779,30.2909,30.213
l,0.0844,30.4506,30.3662
e,0.0598,30.5377,30.4778
space,0.0827,30.6915,30.6088
p,0.1139,30.8828,30.7688
r,0.1064,30.9849,30.8786
i,0.0772,31.0974,31.0202
n,0.1054,31.2573,31.1519
c,0.0697,31.3536,31.2839
i,0.1004,31.4986,31.3982
p,0.1134,31.6671,31.5537
a,0.1047,31.864,31.7593
l,0.1255,31.9738,31.8483
space,0.11,32.1216,32.0116
d,0.0473,32.2132,32.166
e,0.073,32.3835,32.3105
l,0.1184,32.5695,32.4511
space,0.0735,32.6932,32.6197
p,0.1465,34.0864,33.9399
u,0.1067,34.1888,34.0821
e,0.0833,34.3112,34.2279
b,0.1007,34.5313,34.4306
l,0.0792,34.6316,34.5524
o,0.1076,34.8272,34.7196
space,0.0762,34.9235,34.8472
a,0.1067,35.1014,34.9947
l,0.0938,35.2367,35.1429
g,0.0746,35.3533,35.2787
u,0.0771,35.4678,35.3907
n,0.0973,35.674,35.5767
a,0.1016,35.8057,35.7041
s,0.1191,35.8897,35.7706
space,0.073,35.9811,35.9081
p,0.1251,36.1367,36.0116
e,0.1249,36.2736,36.1487
r,0.1114,36.3401,36.2287
