Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
u,0.1947,0.7014,0.5067
r,0.1852,3.0012,2.816
a,0.1901,3.4008,3.2107
n,0.2209,4.8707,4.6498
t,0.1447,5.9771,5.8324
e,0.1676,6.6884,6.5208
space,0.1789,7.3774,7.1985
e,0.1807,8.2183,8.0377
l,0.1511,9.3523,9.2012
space,0.1441,10.2214,10.0773
l,0.1751,10.7659,10.5908
a,0.2074,11.2241,11.0166
g,0.1853,12.6198,12.4345
o,0.143,13.1029,12.9599
space,0.2231,14.0381,13.815
c,0.1363,14.5519,14.4156
a,0.2429,15.36,15.1171
m,0.2075,16.1962,15.9887
i,0.1848,17.0621,16.8773
n,0.1486,18.2349,18.0863
o,0.1709,18.9474,18.7765
space,0.1535,29.1547,29.0011
h,0.1679,29.7434,29.5754
a,0.1411,30.7353,30.5942
s,0.1419,31.1415,30.9995
t,0.1242,31.8176,31.6934
a,0.1536,32.5638,32.4102
space,0.177,33.2281,33.0511
l,0.168,34.2621,34.0941
a,0.1897,34.6659,34.4763
space,0.1797,35.0791,34.8994
c,0.1748,36.0285,35.8537
o,0.1751,36.8008,36.6256
r,0.1905,37.6266,37.4361
t,0.1892,38.5654,38.3762
e,0.1637,39.8941,39.7304
space,0.1977,49.4561,49.2584
s,0.142,50.8134,50.6714
e,0.1493,51.2053,51.0561
space,0.1623,51.8058,51.6436
l,0.1854,52.606,52.4207
e,0.21,53.013,52.803
space,0.1571,53.5122,53.3551
a,0.2148,53.9143,53.6995
c,0.1978,55.1153,54.9176
a,0.1664,56.8031,56.6367
b,0.1857,58.0997,57.914
o,0.1717,58.7343,58.5626
space,0.1699,59.3801,59.2101
t,0.2592,60.452,60.1928
o,0.1542,61.1855,61.0313
space,0.17,62.0241,61.8542
d,0.2121,62.7905,62.5784
o,0.1575,63.5566,63.3991
space,0.1634,64.1454,63.982
e,0.223,65.0355,64.8125
l,0.1597,67.2948,67.1351
space,0.1663,67.8431,67.6768
d,0.2055,68.5636,68.3581
i,0.1973,69.9505,69.7532
n,0.2503,71.1922,70.9418
e,0.1701,71.6831,71.513
r,0.2021,72.1444,71.9423
o,0.1273,72.7908,72.6635
space,0.1523,88.4355,88.2832
y,0.185,89.41,89.225
space,0.1868,90.1718,89.985
c,0.1957,91.7573,91.5616
u,0.2624,92.8127,92.5502
a,0.2438,93.2431,92.9993
n,0.2032,93.6994,93.4962
d,0.1913,94.2635,94.0722
o,0.1728,95.097,94.9242
space,0.2093,97.7493,97.5399
v,0.2125,98.335,98.1225
i,0.1295,98.9956,98.8661
o,0.1374,99.3637,99.2263
space,0.172,100.0048,99.8327
space,0.2023,107.1897,106.9875
q,0.1896,110.2398,110.0502
u,0.2075,112.2203,112.0128
e,0.1716,112.7636,112.5919
space,0.1975,114.2204,114.0229
e,0.2005,117.2633,117.0628
r,0.1262,117.6632,117.5369
a,0.1976,118.3493,118.1517
space,0.194,118.8684,118.6743
u,0.1896,122.9966,122.807
n,0.204,123.5781,123.3741
space,0.1798,125.0877,124.9079
h,0.1971,125.8369,125.6398
o,0.1365,126.7588,126.6223
m,0.1456,128.8953,128.7497
b,0.1667,129.7795,129.6127
r,0.1037,130.6334,130.5296
e,0.1447,131.1087,130.964
space,0.1922,132.1344,131.9422
c,0.1667,133.2222,133.0555
o,0.1672,134.1395,133.9724
m,0.1715,134.728,134.5566
o,0.1327,135.3466,135.2138
space,0.227,141.0507,140.8237
e,0.201,141.4635,141.2625
l,0.1795,142.2557,142.0762
comma,0.2152,147.1626,146.9474
space,0.1858,148.5872,148.4014
p,0.1593,151.2844,151.125
e,0.2471,152.1694,151.9223
n,0.1622,153.6108,153.4486
s,0.1842,155.423,155.2388
period,0.2369,160.9969,160.7601
colon,0.2277,165.8457,165.618
space,0.2228,175.0617,174.8389
p,0.1109,176.1397,176.0288
o,0.1722,176.6007,176.4285
r,0.2118,177.5115,177.2998
space,0.2277,184.6971,184.4694
v,0.2685,185.816,185.5475
e,0.1675,187.1623,186.9948
r,0.1795,187.6606,187.4811
space,0.2068,188.4702,188.2634
a,0.2025,189.8701,189.6677
space,0.1489,191.136,190.9871
u,0.1973,192.3312,192.1339
n,0.1763,192.786,192.6097
space,0.1797,193.1941,193.0144
s,0.2728,194.6041,194.3313
i,0.1792,195.5886,195.4094
m,0.179,196.9857,196.8066
p,0.195,202.3893,202.1943
l,0.1651,203.1943,203.0292
e,0.2262,203.927,203.7009
space,0.175,204.6087,204.4338
h,0.2105,205.3174,205.1069
o,0.1573,206.1682,206.0108
m,0.1772,208.1198,207.9426
b,0.1717,209.0481,208.8764
r,0.1274,210.4697,210.3423
e,0.1715,210.9983,210.8268
space,0.1842,216.3012,216.1169
h,0.1362,216.9944,216.8583
e,0.1902,217.762,217.5718
space,0.188,219.2584,219.0705
g,0.1132,220.1739,220.0607
a,0.1866,220.7303,220.5437
s,0.1796,221.1011,220.9215
t,0.1059,221.5764,221.4705
a,0.1796,222.0955,221.9159
d,0.1924,223.7335,223.5411
o,0.1716,224.3764,224.2048
space,0.1493,225.0024,224.8531
t,0.2019,225.8548,225.6529
o,0.2072,226.4043,226.1971
d,0.2124,227.1197,226.9073
o,0.1263,228.0445,227.9182
space,0.1406,228.9416,228.801
m,0.1921,229.6412,229.4491
i,0.202,231.0205,230.8185
space,0.1567,231.6261,231.4693
d,0.1846,232.4331,232.2485
i,0.1796,234.2608,234.0812
n,0.1894,235.0507,234.8613
e,0.1971,235.4022,235.205
r,0.2414,235.8771,235.6357
o,0.1923,236.3948,236.2025
space,0.1552,244.2137,244.0585
y,0.1895,244.7472,244.5577
space,0.1627,245.4012,245.2385
s,0.2456,246.504,246.2585
o,0.1667,247.2098,247.0431
l,0.1141,247.7767,247.6626
o,0.1639,248.1914,248.0275
space,0.1237,249.0578,248.934
m,0.2289,249.5855,249.3566
e,0.2195,250.3169,250.0975
space,0.1448,251.2143,251.0694
q,0.2069,251.9956,251.7887
u,0.1796,253.3349,253.1553
e,0.202,253.7044,253.5023
d,0.1922,254.4611,254.2689
