Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
P,0.1074,9.4265,9.3191
r,0.1763,10.3277,10.1514
e,0.1483,10.5446,10.3963
c,0.1325,10.853,10.7206
e,0.1519,11.0946,10.9427
space,0.0885,11.2008,11.1123
m,0.1053,11.4149,11.3096
e,0.1092,11.459,11.3498
n,0.0909,11.6851,11.5942
t,0.0823,11.8513,11.769
i,0.1216,12.0531,11.9314
r,0.0784,12.1778,12.0994
a,0.1615,12.4706,12.3091
space,0.1179,13.1116,12.9937
q,0.1892,13.7138,13.5246
u,0.133,13.9032,13.7703
e,0.1444,14.0296,13.8851
space,0.0889,14.2284,14.1395
v,0.1488,14.9017,14.7529
i,0.1449,15.0859,14.941
e,0.1423,15.2524,15.1101
j,0.1177,15.7445,15.6269
o,0.1281,16.2345,16.1064
space,0.0867,16.5243,16.4375
e,0.1251,16.8101,16.685
g,0.1501,17.0904,16.9403
o,0.1002,17.2194,17.1193
i,0.0947,17.488,17.3934
s,0.1551,17.6517,17.4966
t,0.1549,18.015,17.8601
a,0.0993,18.2344,18.1351
space,0.1223,19.7813,19.6589
v,0.1653,21.8279,21.6626
a,0.1404,22.0235,21.8831
space,0.0895,22.2312,22.1417
m,0.1296,22.9721,22.8425
o,0.1242,23.1968,23.0726
n,0.0911,23.3872,23.2961
t,0.152,23.759,23.6069
a,0.1741,24.0267,23.8525
n,0.0846,24.5038,24.4192
plus,0.1031,25.5831,25.4801
BackSpace,0.1001,26.5211,26.4209
BackSpace,0.0778,26.6963,26.6185
d,0.1475,27.0134,26.8659
o,0.1019,27.4798,27.378
space,0.1032,27.9678,27.8646
e,0.1152,28.2947,28.1795
n,0.1028,28.4604,28.3576
space,0.0811,28.6712,28.5901
e,0.1128,28.8415,28.7287
l,0.1172,28.9547,28.8375
space,0.099,29.1828,29.0838
b,0.1275,29.447,29.3195
u,0.1127,29.6129,29.5002
r,0.1223,29.8352,29.7129
r,0.1508,30.0629,29.9121
o,0.1223,30.2377,30.1154
space,0.1014,30.438,30.3367
u,0.0911,30.6832,30.5921
space,0.1017,30.9193,30.8176
e,0.1298,31.853,31.7231
l,0.1123,32.04,31.9278
space,0.0757,32.2191,32.1434
p,0.0955,32.4209,32.3254
