Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
e,0.0892,4.2806,4.1914
l,0.0591,4.3803,4.3213
space,0.0665,4.6585,4.592
e,0.094,5.3635,5.2696
n,0.0619,5.4486,5.3867
f,0.0871,5.6082,5.5211
a,0.0888,5.8417,5.7529
d,0.0804,6.4395,6.3591
o,0.0743,6.6403,6.566
e,0.073,7.6593,7.5863
m,0.0729,7.7925,7.7196
p,0.0614,8.0176,7.9562
e,0.0612,8.1458,8.0846
z,0.0799,8.4333,8.3534
o,0.0557,8.7031,8.6474
a,0.0839,9.0795,8.9956
space,0.0709,9.2053,9.1344
d,0.0841,9.355,9.2709
o,0.0582,9.4296,9.3715
l,0.0619,9.5981,9.5362
o,0.0798,9.7799,9.7
r,0.0614,9.9126,9.8512
space,0.0529,10.0358,9.9828
u,0.071,10.2854,10.2144
n,0.0817,10.5281,10.4463
a,0.0841,10.7625,10.6784
m,0.0761,11.0707,10.9946
u,0.071,11.2879,11.2169
e,0.0896,11.5249,11.4354
l,0.0665,11.6471,11.5807
a,0.0841,11.8356,11.7515
space,0.0611,11.944,11.8829
y,0.0938,12.189,12.0953
c,0.0835,12.6252,12.5416
o,0.0589,12.6962,12.6373
n,0.0707,12.8923,12.8216
e,0.0985,13.2412,13.1427
l,0.0715,13.3321,13.2606
space,0.0484,13.5238,13.4753
d,0.0837,13.6997,13.616
o,0.058,13.753,13.6951
l,0.075,13.9318,13.8567
o,0.0839,14.1096,14.0256
r,0.0713,14.2936,14.2223
space,0.0561,14.4093,14.3532
y,0.0878,14.6613,14.5735
space,0.0454,14.8714,14.8259
e,0.0753,15.0727,14.9974
l,0.0785,15.1639,15.0854
space,0.0486,15.3285,15.2799
h,0.0636,15.5376,15.474
a,0.0934,15.6858,15.5925
m,0.0748,15.8061,15.7313
b,0.0485,15.9356,15.8871
r,0.0605,16.1496,16.0891
e,0.0758,16.3899,16.3141
space,0.0665,16.5271,16.4607
q,0.084,16.7007,16.6167
u,0.0716,16.8016,16.73
e,0.0731,16.9473,16.8741
space,0.0566,17.0634,17.0068
t,0.0606,17.3868,17.3262
e,0.0923,17.623,17.5308
n,0.0755,17.7118,17.6362
acute,0.0838,18.2945,18.2107
i,0.0659,18.5799,18.514
a,0.0782,18.8699,18.7916
space,0.0618,19.0153,18.9535
n,0.0705,19.2232,19.1528
o,0.0733,19.4176,19.3443
s,0.0782,19.7482,19.67
a,0.0841,19.9228,19.8387
b,0.0782,20.1693,20.0911
acute,0.0829,20.3683,20.2854
i,0.0663,20.616,20.5497
a,0.0852,20.8884,20.8032
space,0.0662,21.0026,20.9364
q,0.0747,21.1392,21.0645
u,0.0696,21.2551,21.1855
e,0.0809,21.4365,21.3555
space,0.0405,21.5323,21.4918
h,0.0709,21.7398,21.6689
a,0.0793,21.8807,21.8014
c,0.0706,22.0636,21.993
e,0.0758,22.271,22.1952
r,0.0717,22.4619,22.3902
comma,0.0754,22.5737,22.4982
space,0.0709,22.7895,22.7186
p,0.0783,23.0161,22.9378
o,0.0792,23.2365,23.1573
r,0.0558,23.3545,23.2987
q,0.0652,23.5582,23.4931
u,0.0659,23.6496,23.5836
e,0.0744,23.8397,23.7653
space,0.0657,23.9578,23.8921
p,0.0607,24.1669,24.1062
e,0.0724,24.3051,24.2328
n,0.0758,24.4092,24.3334
s,0.0833,24.5936,24.5103
a,0.0839,24.7956,24.7117
b,0.0698,25.1033,25.0336
a,0.0757,25.354,25.2782
space,0.0477,26.042,25.9943
i,0.0619,26.5728,26.5109
mouse_left,0.0997,26.8471,26.7474
m,0.0722,26.9632,26.891
e,0.0691,27.1196,27.0504
c,0.0812,27.4176,27.3364
BackSpace,0.0981,28.0448,27.9467
s,0.0811,28.6145,28.5334
a,0.0845,28.8375,28.753
c,0.0881,29.1159,29.0277
BackSpace,0.0572,30.3231,30.2659
BackSpace,0.0934,31.0554,30.962
BackSpace,0.0936,31.4694,31.3758
space,0.0696,31.9205,31.8509
mouse_left,0.1004,32.5882,32.4879
s,0.0888,32.6219,32.5331
a,0.0694,32.7975,32.7282
c,0.0738,33.0674,32.9936
o,0.066,33.2237,33.1577
l,0.0824,33.6824,33.6
a,0.0935,33.8996,33.8061
m,0.074,34.233,34.159
u,0.0637,34.4521,34.3884
e,0.0834,34.8409,34.7575
l,0.0755,35.0502,34.9747
a,0.0891,35.2547,35.1655
space,0.0575,35.3909,35.3334
y,0.075,35.6302,35.5553
space,0.0654,35.858,35.7926
p,0.0729,36.1049,36.032
a,0.0839,36.2545,36.1705
g,0.0531,36.4635,36.4103
o,0.0576,36.5417,36.4841
space,0.0477,36.7439,36.6962
c,0.0795,37.7956,37.7161
o,0.0629,37.8943,37.8314
n,0.0623,38.0785,38.0162
space,0.0626,38.2727,38.2101
e,0.0707,38.4217,38.351
s,0.0984,38.6183,38.5199
t,0.0591,38.7828,38.7237
e,0.0803,38.9892,38.9089
space,0.0562,39.1184,39.0622
m,0.0749,39.3552,39.2802
e,0.0657,39.4717,39.406
d,0.0788,39.6783,39.5995
i,0.061,39.7517,39.6907
o,0.0735,39.9691,39.8956
space,0.0533,40.1407,40.0874
r,0.0708,40.3274,40.2566
e,0.0608,40.494,40.4332
a,0.0755,40.7281,40.6526
l,0.0753,40.8164,40.7411
comma,0.0655,41.044,40.9785
q,0.0859,41.6196,41.5337
u,0.0619,41.7475,41.6856
e,0.0798,41.8875,41.8078
d,0.0742,42.0944,42.0202
a,0.0879,42.265,42.177
r,0.0648,42.4747,42.4099
e,0.0833,42.7201,42.6368
space,0.0625,42.8303,42.7678
m,0.0659,43.0373,42.9714
u,0.069,43.24,43.171
e,0.0754,43.3985,43.3231
r,0.0607,43.5602,43.4995
t,0.0703,43.7721,43.7018
o,0.0706,43.9234,43.8528
space,0.0428,44.1052,44.0624
d,0.0701,44.2659,44.1958
e,0.0772,44.4323,44.3551
space,0.0475,44.5467,44.4992
h,0.0665,44.754,44.6875
m,0.061,45.4884,45.4274
b,0.0531,45.6094,45.5562
r,0.0699,45.8436,45.7737
e,0.0754,46.0606,45.9852
period,0.0824,46.1991,46.1166
i,0.0735,46.9446,46.871
space,0.0584,47.1694,47.111
m,0.0814,47.402,47.3205
e,0.0738,47.598,47.5242
space,0.0641,47.7231,47.659
c,0.0862,47.9367,47.8504
o,0.0735,48.0247,47.9512
m,0.07,48.2476,48.1776
p,0.0707,48.5314,48.4607
r,0.0632,48.7341,48.6709
o,0.0521,48.857,48.8049
space,0.057,49.0492,48.9922
a,0.0916,49.2479,49.1563
l,0.0623,49.3444,49.282
g,0.0757,49.9405,49.8648
o,0.0652,50.0663,50.0011
space,0.0429,50.2663,50.2233
d,0.0652,50.4191,50.3539
e,0.0757,50.6138,50.5381
space,0.0646,50.7516,50.687
c,0.0794,50.9268,50.8474
o,0.0571,50.997,50.9399
e,0.0679,51.3509,51.2831
r,0.052,51.5479,51.4959
space,0.0701,51.7044,51.6343
c,0.0776,51.8531,51.7755
o,0.0468,51.9354,51.8886
n,0.065,52.1406,52.0755
space,0.0479,52.3364,52.2885
e,0.0664,52.5239,52.4575
l,0.0725,52.6782,52.6057
space,0.043,52.8837,52.8408
m,0.0792,53.1392,53.06
e,0.0657,53.3557,53.29
d,0.0695,53.5963,53.5268
i,0.0526,53.6847,53.6321
o,0.0742,53.9115,53.8373
space,0.0566,54.1132,54.0566
r,0.0646,54.2981,54.2335
e,0.0597,54.4766,54.4169
a,0.0727,54.7169,54.6442
l,0.0743,54.8254,54.7511
comma,0.065,55.0503,54.9853
space,0.0514,55.2844,55.233
m,0.0727,55.544,55.4713
mouse_left,0.1006,55.7484,55.6478
e,0.0655,55.7663,55.7009
space,0.0515,55.8902,55.8387
d,0.0823,56.1971,56.1148
o,0.0454,56.2984,56.253
l,0.0798,56.5247,56.4449
e,0.0784,56.6697,56.5913
r,0.0961,56.9198,56.8237
ntilde,0.0903,57.5509,57.4606
a,0.088,57.8984,57.8105
space,0.0665,58.0595,57.993
l,0.09,58.3624,58.2724
mouse_left,0.1011,58.6336,58.5326
a,0.0989,58.6548,58.5559
space,0.0443,59.0691,59.0248
m,0.0654,59.6984,59.633
u,0.0669,59.9272,59.8603
e,0.0829,60.3575,60.2746
l,0.0955,60.6145,60.519
a,0.0827,60.7754,60.6927
period,0.0729,60.9473,60.8745
space,0.062,61.2194,61.1574
E,0.0653,61.7198,61.6545
s,0.0836,61.9626,61.879
t,0.0651,62.1583,62.0932
a,0.0846,62.3654,62.2808
b,0.0834,62.5756,62.4922
a,0.0579,62.7878,62.7299
space,0.083,63.2771,63.1941
p,0.0858,63.7675,63.6817
e,0.0782,63.878,63.7998
n,0.0659,63.9917,63.9258
s,0.0826,64.1475,64.0649
a,0.0834,64.365,64.2816
n,0.0747,64.5045,64.4298
d,0.0804,64.6721,64.5917
o,0.0489,64.7613,64.7124
l,0.0619,65.1943,65.1323
o,0.0784,65.4791,65.4007
space,0.0934,69.1187,69.0253
u,0.0733,69.5551,69.4817
e,0.0784,69.7443,69.6659
space,0.0699,69.88,69.81
i,0.0585,70.1078,70.0493
b,0.066,70.3118,70.2458
a,0.0881,70.5817,70.4936
space,0.0707,70.746,70.6754
a,0.0935,71.8536,71.7601
space,0.0444,72.0123,71.968
h,0.0748,72.2951,72.2202
a,0.0932,72.4978,72.4045
c,0.0746,72.7694,72.6948
e,0.065,73.0121,72.9471
r,0.0704,73.9068,73.8364
space,0.0704,74.5153,74.4449
c,0.0801,74.8822,74.8022
u,0.0699,75.0163,74.9464
a,0.0788,75.292,75.2132
n,0.0575,75.5362,75.4787
d,0.0785,76.3674,76.2889
o,0.078,76.7833,76.7054
space,0.0421,77.0231,76.981
s,0.0977,77.2244,77.1267
i,0.0619,77.3227,77.2608
n,0.0659,77.5128,77.447
space,0.0572,77.7089,77.6517
d,0.0736,77.8533,77.7797
a,0.0835,78.0347,77.9511
r,0.0624,78.2159,78.1535
s,0.0738,78.4263,78.3525
e,0.0834,78.6331,78.5497
space,0.0652,78.7864,78.7212
c,0.0705,78.9377,78.8672
u,0.0655,79.0394,78.9739
e,0.0736,79.1885,79.1149
n,0.066,79.2843,79.2183
t,0.0533,79.4006,79.3473
a,0.0481,79.5968,79.5487
comma,0.0705,79.7563,79.6858
space,0.0528,79.9558,79.903
s,0.0833,80.0942,80.0109
e,0.0801,80.3108,80.2307
space,0.0805,80.4702,80.3897
f,0.0701,80.6412,80.5712
u,0.0654,80.768,80.7027
ntilde,0.048,81.4722,81.4241
acute,0.0911,81.5117,81.4206
e,0.0737,81.7901,81.7164
space,0.0577,81.9313,81.8736
a,0.0836,82.1862,82.1026
r,0.0577,82.3982,82.3405
r,0.0689,82.5927,82.5238
i,0.0657,82.7337,82.668
m,0.0478,83.0563,83.0085
a,0.0787,83.2282,83.1495
n,0.0607,83.347,83.2863
d,0.0706,83.5634,83.4928
o,0.066,83.748,83.6819
space,0.0436,84.0082,83.9646
a,0.0793,84.7094,84.6301
space,0.0749,85.4512,85.3763
u,0.0651,86.1171,86.052
n,0.0653,86.3599,86.2947
space,0.0475,86.5517,86.5042
e,0.0673,86.7177,86.6504
s,0.0887,86.9282,86.8395
c,0.0694,87.1221,87.0527
a,0.066,87.3441,87.2781
p,0.0794,87.5058,87.4264
a,0.0866,87.6771,87.5905
