Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
Caps_Lock,0.1043,1.0905,0.9862
e,0.1425,2.0381,1.8957
l,0.1051,2.1769,2.0718
space,0.0502,2.8311,2.7809
e,0.1124,3.738,3.6256
n,0.0909,3.892,3.8011
f,0.1029,4.2648,4.1619
a,0.1209,4.8034,4.6825
d,0.1142,6.1414,6.0272
o,0.1038,6.3484,6.2446
space,0.0916,7.3299,7.2383
l,0.0807,12.9222,12.8414
e,0.1531,13.5212,13.3681
space,0.0795,13.7535,13.6741
e,0.1298,14.4173,14.2875
m,0.0945,14.6125,14.518
p,0.0644,15.6353,15.571
e,0.1121,15.9702,15.8581
z,0.131,17.193,17.062
o,0.0815,17.4333,17.3518
space,0.0763,17.8322,17.7559
a,0.1358,18.1747,18.039
space,0.0975,18.371,18.2735
d,0.1466,19.1,18.9534
o,0.0738,19.2221,19.1483
l,0.0878,19.4746,19.3869
e,0.1113,19.9108,19.7995
r,0.1013,20.2384,20.1371
space,0.0838,20.6538,20.57
l,0.0814,21.4155,21.3341
a,0.1318,21.6737,21.5419
space,0.073,21.9119,21.839
c,0.0962,22.5097,22.4135
a,0.127,22.9352,22.8082
b,0.0859,23.4041,23.3182
e,0.1059,24.1639,24.058
z,0.114,25.1501,25.0362
a,0.1623,25.5043,25.342
Return,0.1185,30.7602,30.6417
Return,0.0798,31.2018,31.122
Return,0.0526,31.3963,31.3436
Return,0.031,31.551,31.52
BackSpace,0.0383,33.1892,33.1509
BackSpace,0.0705,35.9431,35.8726
BackSpace,0.0477,36.1304,36.0826
BackSpace,0.0452,36.3075,36.2623
BackSpace,0.0499,36.4611,36.4112
space,0.0705,38.2573,38.1868
space,0.0403,39.1491,39.1088
BackSpace,0.0786,41.1042,41.0256
BackSpace,0.0431,41.294,41.2509
BackSpace,0.0531,41.476,41.4229
BackSpace,0.0655,42.2695,42.204
BackSpace,0.0531,42.4394,42.3862
BackSpace,0.0538,42.622,42.5682
BackSpace,0.0867,42.9796,42.8929
BackSpace,0.0806,43.9265,43.8459
BackSpace,0.0581,44.2134,44.1552
BackSpace,0.1156,44.6305,44.5149
l,0.0754,46.8036,46.7282
a,0.1627,47.0826,46.92
space,0.0731,47.4302,47.3571
m,0.0738,48.2203,48.1465
u,0.071,48.5749,48.5039
e,0.1365,49.2379,49.1014
l,0.0808,49.9912,49.9104
a,0.1666,50.2561,50.0895
space,0.1229,50.5908,50.4679
y,0.0684,55.5722,55.5037
space,0.0763,56.0178,55.9415
c,0.1621,56.9797,56.8177
o,0.088,57.0907,57.0027
n,0.0791,57.4337,57.3546
space,0.0868,57.6692,57.5824
e,0.1461,58.4664,58.3203
l,0.0804,58.6643,58.5839
space,0.0884,58.981,58.8927
d,0.1178,59.8681,59.7503
o,0.082,60.0555,59.9735
l,0.0667,61.0575,60.9908
o,0.0752,61.7294,61.6542
r,0.114,62.87,62.756
space,0.0756,63.2369,63.1613
y,0.0712,64.3673,64.2961
space,0.0705,64.7866,64.7161
e,0.119,65.4863,65.3673
l,0.1012,65.6943,65.5931
space,0.0834,65.9889,65.9055
h,0.0788,66.6594,66.5806
a,0.1147,67.0692,66.9546
m,0.0781,67.7078,67.6297
b,0.1057,68.548,68.4424
r,0.1156,69.0301,68.9145
e,0.163,70.4095,70.2466
space,0.1094,72.2248,72.1154
q,0.1375,80.3473,80.2099
