Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
D,0.1232,1.4777,1.3545
u,0.0918,1.8822,1.7904
r,0.0914,2.1841,2.0928
a,0.1494,2.4215,2.2721
n,0.1357,2.5395,2.4038
t,0.0796,2.6457,2.5661
e,0.1185,2.8966,2.778
space,0.1643,3.1393,2.975
e,0.1137,3.5517,3.4379
l,0.1168,3.683,3.5662
space,0.1271,3.8525,3.7255
l,0.1031,6.6698,6.5667
a,0.1411,6.8446,6.7035
r,0.1264,7.0597,6.9333
g,0.0963,7.3814,7.2852
o,0.1235,7.5676,7.444
space,0.1006,7.7573,7.6568
c,0.1236,8.2608,8.1372
a,0.1179,8.5052,8.3872
m,0.1284,8.6417,8.5133
i,0.0788,8.777,8.6982
n,0.1087,8.9758,8.8671
space,0.0973,10.6539,10.5566
h,0.1187,10.9956,10.8769
a,0.0829,11.1494,11.0665
s,0.1462,11.4454,11.2992
t,0.0979,11.9159,11.818
a,0.1354,12.1651,12.0297
space,0.0752,12.2493,12.1741
l,0.1263,12.469,12.3426
a,0.1219,12.5958,12.4739
space,0.0989,12.73,12.6311
c,0.1021,13.0796,12.9775
o,0.1271,13.2408,13.1137
BackSpace,0.0695,14.4903,14.4209
BackSpace,0.1052,14.6722,14.567
C,0.1186,15.8632,15.7446
o,0.1102,16.2812,16.1709
r,0.085,16.412,16.327
t,0.0968,16.633,16.5362
e,0.1724,16.9112,16.7388
space,0.1589,18.0915,17.9326
s,0.1004,18.3063,18.2059
e,0.1148,18.5098,18.395
space,0.076,18.6068,18.5308
l,0.1106,18.7964,18.6858
e,0.1099,18.8663,18.7564
space,0.1017,19.0299,18.9282
a,0.1546,19.3028,19.1482
c,0.1232,19.6082,19.485
a,0.1459,19.8633,19.7174
b,0.1189,20.1744,20.0555
[65105],0.1269,20.4663,20.3394
o,0.1581,20.7853,20.6272
space,0.157,21.2541,21.0972
t,0.1016,21.8559,21.7543
o,0.1633,22.0726,21.9093
