Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
t,0.0775,1.0242,0.9467
e,0.0708,1.2941,1.2233
n,0.1278,3.045,2.9172
i,0.128,3.1456,3.0176
a,0.1004,3.3452,3.2448
space,0.1237,4.3682,4.2445
u,0.0746,6.2225,6.1478
n,0.0752,6.4568,6.3816
space,0.0688,6.6393,6.5706
c,0.1004,7.2068,7.1064
a,0.1082,7.3623,7.2541
b,0.0786,7.9512,7.8726
a,0.1225,8.3568,8.2343
l,0.0625,8.6878,8.6252
l,0.0796,8.8538,8.7742
e,0.0773,9.0178,8.9406
r,0.0739,9.203,9.1291
o,0.0736,9.3385,9.2649
space,0.0905,9.6086,9.518
u,0.0671,9.9043,9.8372
n,0.0684,10.1266,10.0582
space,0.0858,10.3334,10.2476
c,0.0653,10.517,10.4517
r,0.0723,11.2845,11.2122
i,0.0874,11.418,11.3306
a,0.0955,11.6906,11.5952
d,0.0603,11.8883,11.828
o,0.0734,11.9937,11.9204
space,0.0956,12.2467,12.1511
n,0.1077,12.4883,12.3806
u,0.1053,12.64,12.5348
e,0.0657,13.1296,13.0639
v,0.0909,13.7558,13.6649
o,0.0655,13.9651,13.8996
space,0.0855,14.7596,14.6741
u,0.0651,19.5535,19.4884
n,0.083,19.7845,19.7015
space,0.0882,19.982,19.8938
m,0.0751,20.1833,20.1082
i,0.045,20.3726,20.3275
o,0.0566,20.38,20.3233
z,0.1107,20.8055,20.6947
o,0.0655,21.1233,21.0578
space,0.0962,21.373,21.2768
l,0.0648,21.5839,21.5192
l,0.0691,21.7504,21.6812
a,0.0794,21.8898,21.8104
m,0.0876,22.0489,21.9612
a,0.0827,22.1719,22.0893
d,0.0654,22.374,22.3086
o,0.0901,22.6313,22.5412
space,0.0792,22.9133,22.8341
O,0.0589,23.9515,23.8926
BackSpace,0.0576,25.0704,25.0128
P,0.071,25.4844,25.4135
e,0.0657,25.8931,25.8274
d,0.1076,26.0913,25.9837
r,0.0645,26.2859,26.2213
o,0.074,26.4077,26.3338
space,0.0903,27.3539,27.2637
q,0.0721,28.155,28.083
u,0.0717,28.4881,28.4165
e,0.0692,28.8385,28.7694
space,0.093,29.0097,28.9167
p,0.0686,29.301,29.2324
a,0.0804,29.4536,29.3732
r,0.061,29.7422,29.6813
e,0.0731,29.9364,29.8632
c,0.0706,30.2397,30.1691
i,0.0828,30.4587,30.3758
a,0.0909,30.5997,30.5088
space,0.1054,30.7893,30.6839
u,0.0729,31.0199,30.9469
n,0.0764,31.2389,31.1625
space,0.0991,31.4404,31.3413
p,0.078,31.6674,31.5894
o,0.1127,31.8412,31.7285
c,0.0703,32.0759,32.0056
o,0.0679,32.2655,32.1976
space,0.0605,32.9495,32.889
t,0.0697,34.5237,34.454
o,0.0692,34.9063,34.8371
m,0.0806,35.1269,35.0464
BackSpace,0.0671,35.7697,35.7026
n,0.0824,36.3989,36.3165
t,0.0749,36.833,36.7581
o,0.0652,37.0225,36.9573
period,0.0698,37.6198,37.55
space,0.095,41.275,41.18
p,0.0835,42.0634,41.9799
a,0.0733,42.5354,42.4621
r,0.066,42.6869,42.6209
a,0.0826,42.8705,42.7879
space,0.0895,43.0003,42.9108
mouse_left,0.0989,53.1941,53.0952
P,0.0657,58.3788,58.3131
a,0.0837,59.5174,59.4337
r,0.0679,59.7444,59.6765
a,0.1194,59.9413,59.8219
space,0.0839,60.0373,59.9534
b,0.0858,60.4664,60.3806
u,0.073,60.742,60.6689
