Key Pressed,Hold Duration (s),Key Release Time (s),Key Press Time (s)
a,0.1718,0.2592,0.0874
space,0.0687,0.324,0.2552
e,0.1515,0.5834,0.4319
n,0.0745,0.6819,0.6074
space,0.083,0.8682,0.7852
l,0.0748,1.0845,1.0097
a,0.1234,1.3225,1.1992
space,0.0514,1.38,1.3286
[65027],0.051,1.3843,1.3333
c,0.1584,1.6903,1.5319
[65105],0.0713,1.7795,1.7082
a,0.1365,2.0106,1.8742
r,0.1193,2.4937,2.3744
c,0.111,2.8102,2.6992
e,0.1471,3.1349,2.9879
l,0.0599,3.1679,3.108
period,0.079,3.8673,3.7882
Return,0.0561,4.1252,4.0691
ccedilla,0.0835,4.1484,4.0649
n,0.0842,5.1239,5.0397
a,0.2105,5.3821,5.1716
space,0.0756,5.4007,5.325
v,0.11,5.7106,5.6007
e,0.1531,5.995,5.8419
z,0.1758,6.3541,6.1783
space,0.0792,6.4879,6.4087
e,0.1492,7.5153,7.3661
x,0.1846,7.9628,7.7782
p,0.075,8.2694,8.1944
l,0.0807,8.498,8.4173
i,0.076,8.7083,8.6323
c,0.2204,9.003,8.7826
o,0.0746,9.0302,8.9557
space,0.0707,9.4129,9.3422
s,0.2025,10.1642,9.9617
i,0.0649,10.2164,10.1515
space,0.0832,10.5041,10.4209
n,0.0693,10.7231,10.6538
o,0.0695,10.9703,10.9008
space,0.0706,11.241,11.1705
m,0.0965,11.9873,11.8908
e,0.2104,12.3858,12.1755
space,0.101,13.1602,13.0593
m,0.0791,13.6177,13.5386
e,0.162,13.8378,13.6757
t,0.0832,14.0488,13.9656
i,0.0479,14.1397,14.0918
[65105],0.0664,14.6432,14.5768
o,0.069,14.9098,14.8408
space,0.0802,15.1864,15.1062
e,0.2208,15.6638,15.443
n,0.0841,15.7783,15.6941
space,0.0886,16.0302,15.9416
u,0.074,16.7921,16.7181
n,0.0839,17.0044,16.9205
a,0.1727,17.2481,17.0754
space,0.079,17.274,17.195
b,0.0835,17.5347,17.4512
r,0.0896,17.8231,17.7335
a,0.1403,18.1168,17.9765
s,0.18,18.4396,18.2596
space,0.0841,18.5721,18.4879
r,0.1008,20.607,20.5062
d,0.127,20.91,20.783
i,0.0552,21.0314,20.9762
e,0.1443,21.2214,21.0771
n,0.074,21.3104,21.2365
d,0.1285,21.5712,21.4427
o,0.0775,21.6829,21.6054
space,0.0967,22.058,21.9613
d,0.1364,22.5546,22.4182
e,0.1793,22.8412,22.6619
n,0.082,22.9122,22.8302
t,0.0713,23.0481,22.9768
r,0.1505,23.3488,23.1983
o,0.0673,23.4207,23.3533
space,0.0998,23.7501,23.6503
d,0.1128,23.8901,23.7773
e,0.1044,24.1239,24.0196
l,0.0652,24.2427,24.1775
space,0.079,24.4802,24.4013
z,0.123,24.6727,24.5496
a,0.1394,24.9536,24.8141
p,0.0651,25.0074,24.9422
a,0.1959,25.3885,25.1926
t,0.118,25.6641,25.5462
o,0.0731,25.8281,25.7549
space,0.0821,26.1851,26.103
space,0.0868,27.3142,27.2275
y,0.0642,27.5658,27.5017
space,0.0813,27.8262,27.745
a,0.1979,28.1636,27.9657
n,0.0916,28.8651,28.7735
BackSpace,0.0764,29.7156,29.6392
u,0.0728,30.5397,30.4669
n,0.0913,30.7711,30.6798
q,0.2067,31.0462,30.8396
u,0.0704,31.0596,30.9892
space,0.0929,31.4677,31.3749
m,0.0984,32.3321,32.2337
e,0.1898,32.6289,32.439
space,0.0752,32.6408,32.5656
e,0.1081,32.9057,32.7976
s,0.2059,33.2479,33.042
t,0.1136,33.4731,33.3595
a,0.1392,33.798,33.6588
b,0.0998,33.9925,33.8927
a,0.1551,34.2839,34.1289
space,0.0767,34.4007,34.324
u,0.0722,34.9938,34.9216
e,0.0862,35.1445,35.0583
m,0.0829,35.2899,35.207
a,0.1517,35.5585,35.4068
n,0.0718,35.5761,35.5043
d,0.1608,35.8627,35.7019
o,0.0779,35.9118,35.8339
space,0.09,36.1909,36.1009
m,0.0772,36.4192,36.3421
e,0.1662,36.645,36.4788
space,0.0726,36.676,36.6035
d,0.1726,36.9976,36.825
i,0.0754,37.0153,36.9399
o,0.1009,37.229,37.128
space,0.0656,37.4988,37.4332
m,0.1095,37.8797,37.7702
u,0.066,38.1363,38.0703
c,0.1592,38.4579,38.2987
h,0.0738,38.514,38.4402
a,0.2199,38.9018,38.6819
space,0.0824,38.9221,38.8397
p,0.0938,39.7484,39.6546
e,0.1847,40.0572,39.8726
r,0.0717,40.1858,40.1141
e,0.1141,40.403,40.2889
z,0.1191,40.7394,40.6202
a,0.1773,41.1111,40.9338
space,0.0651,41.1723,41.1072
m,0.0835,41.5254,41.4419
o,0.0873,41.7531,41.6658
v,0.1227,42.2382,42.1156
